drugA,drugB,published_Bindex,recovered_BACC_lambda0,abs_diff
tepotinib,Venetoclax,0.183333333333333,0.183333,3.3333333299134793e-07
Asciminib,Oxaliplatin,0.182795698924731,0.182796,3.0107526899358916e-07
Sunitinib,Oxaliplatin,0.182795698924731,0.182796,3.0107526899358916e-07
Thiotepa,Oxaliplatin,0.182795698924731,0.182796,3.0107526899358916e-07
Oxaliplatin,Triethylenemelamine,0.182795698924731,0.182796,3.0107526899358916e-07
Raloxifene,Vinblastine,0.182539682539682,0.18254,3.1746031800561347e-07
Everolimus,Erlotinib,0.181818181818181,0.181818,1.8181818098317315e-07
Valrubicin,Idarubicin,0.181818181818181,0.181818,1.8181818098317315e-07
Irinotecan,Valrubicin,0.181818181818181,0.181818,1.8181818098317315e-07
Actinomycin D,Mercaptopurine,0.180555555555555,0.180556,4.444444449969165e-07
Ceritinib,Mercaptopurine,0.180555555555555,0.180556,4.444444449969165e-07
Epirubicin,Cytarabine,0.180555555555555,0.180556,4.444444449969165e-07
Dacomitinib,Sonidegib,0.180555555555555,0.180556,4.444444449969165e-07
Ribociclib,Dexrazoxane,0.180555555555555,0.180556,4.444444449969165e-07
Carboplatin,Lomustine,0.179894179894179,0.179894,1.798941789976638e-07
Hydroxyurea,Methotrexate,0.179894179894179,0.179894,1.798941789976638e-07
Dabrafenib,Cladribine,0.179166666666666,0.179167,3.3333333399054865e-07
Sunitinib,Dabrafenib,0.179166666666666,0.179167,3.3333333399054865e-07
Carmustine,Mercaptopurine,0.178799489144316,0.178799,4.891443159960041e-07
Vinblastine,Dacarbazine,0.177777777777777,0.177778,2.2222222298418082e-07
Lenvatinib,Bleomycin,0.177083333333333,0.177083,3.333333330191035e-07
Selpercatinib,Erlotinib,0.176904176904176,0.176904,1.769041760024681e-07
Zanubrutinib,Selpercatinib,0.176904176904176,0.176904,1.769041760024681e-07
Oxaliplatin,Vorinostat,0.175627240143369,0.175627,2.4014336899580435e-07
Nilotinib,Arsenic trioxide,0.175324675324675,0.175325,3.246753250141232e-07
Estramustine,Fruquintinib,0.175115207373271,0.175115,2.073732709995113e-07
Oxaliplatin,Etoposide,0.175115207373271,0.175115,2.073732709995113e-07
Hydroxyurea,Oxaliplatin,0.175115207373271,0.175115,2.073732709995113e-07
Gemcitabine,Paclitaxel,0.175,0.175,0.0
Abiraterone,Zanubrutinib,0.174825174825174,0.174825,1.74825174004134e-07
Actinomycin D,Ixabepilone,0.174242424242424,0.174242,4.2424242399641265e-07
Docetaxel,Irinotecan,0.174242424242424,0.174242,4.2424242399641265e-07
Docetaxel,Ixabepilone,0.174242424242424,0.174242,4.2424242399641265e-07
Fluorouracil,Idarubicin,0.174242424242424,0.174242,4.2424242399641265e-07
Valrubicin,Mitomycin,0.174242424242424,0.174242,4.2424242399641265e-07
Bleomycin,Idelalisib,0.173611111111111,0.173611,1.1111111100636784e-07
Cytarabine,Tioguanine,0.173611111111111,0.173611,1.1111111100636784e-07
Actinomycin D,Oxaliplatin,0.173387096774193,0.173387,9.677419299247703e-08
Ceritinib,Oxaliplatin,0.173387096774193,0.173387,9.677419299247703e-08
Teniposide,Trilaciclib,0.172619047619047,0.172619,4.761904701111597e-08
Crizotinib,Dexrazoxane,0.17156862745098,0.171569,3.7254901999461687e-07
Imatinib,Carboplatin,0.171428571428571,0.171429,4.2857142898422573e-07
Hydroxyurea,Uracil mustard,0.171428571428571,0.171429,4.2857142898422573e-07
Sotorasib,Erlotinib,0.170454545454545,0.170455,4.5454545499756804e-07
Gemcitabine,Idarubicin,0.170454545454545,0.170455,4.5454545499756804e-07
Gemcitabine,Irinotecan,0.170454545454545,0.170455,4.5454545499756804e-07
Crizotinib,Carfilzomib,0.169934640522875,0.169935,3.594771250114981e-07
Cytarabine,Ifosfamide,0.169934640522875,0.169935,3.594771250114981e-07
Vinblastine,Ifosfamide,0.169934640522875,0.169935,3.594771250114981e-07
Crizotinib,Dabrafenib,0.167647058823529,0.167647,5.8823529019980114e-08
Actinomycin D,Daunorubicin,0.166666666666666,0.166667,3.3333333401830423e-07
Carfilzomib,Dexrazoxane,0.166666666666666,0.166667,3.3333333401830423e-07
Ceritinib,Fluorouracil,0.166666666666666,0.166667,3.3333333401830423e-07
Chlorambucil,Trifluridine,0.166666666666666,0.166667,3.3333333401830423e-07
Gemcitabine,Daunorubicin,0.166666666666666,0.166667,3.3333333401830423e-07
Docetaxel,Gemcitabine,0.166666666666666,0.166667,3.3333333401830423e-07
Epirubicin,Mitomycin,0.166666666666666,0.166667,3.3333333401830423e-07
Gemcitabine,Fluorouracil,0.166666666666666,0.166667,3.3333333401830423e-07
Gemcitabine,Mitomycin,0.166666666666666,0.166667,3.3333333401830423e-07
Mitoxantrone,Melphalan,0.166666666666666,0.166667,3.3333333401830423e-07
Melphalan,Trifluridine,0.166666666666666,0.166667,3.3333333401830423e-07
Mitoxantrone,Trifluridine,0.166666666666666,0.166667,3.3333333401830423e-07
Vinblastine,Tamoxifen,0.166666666666666,0.166667,3.3333333401830423e-07
Ibrutinib,Sonidegib,0.163461538461538,0.163462,4.6153846200436277e-07
Methotrexate,Nilotinib,0.162698412698412,0.162698,4.1269841200008983e-07
Raloxifene,Methotrexate,0.162698412698412,0.162698,4.1269841200008983e-07
Ribociclib,Belinostat,0.1625,0.1625,0.0
Ceritinib,Dabrafenib,0.1625,0.1625,0.0
Paclitaxel,Cyclophosphamide,0.1625,0.1625,0.0
Darolutamide,Venetoclax,0.1625,0.1625,0.0
Paclitaxel,Tioguanine,0.1625,0.1625,0.0
Nilotinib,Ixabepilone,0.162337662337662,0.162338,3.376623380069166e-07
Darolutamide,Lomustine,0.162037037037037,0.162037,3.703703702062633e-08
Teniposide,Methotrexate,0.162037037037037,0.162037,3.703703702062633e-08
Crizotinib,Trilaciclib,0.159663865546218,0.159664,1.3445378199694602e-07
Paclitaxel,Crizotinib,0.158823529411764,0.158824,4.7058823599011035e-07
Ribociclib,Oxaliplatin,0.157258064516129,0.157258,6.451612899471826e-08
Teniposide,Oxaliplatin,0.157258064516129,0.157258,6.451612899471826e-08
Epirubicin,Bleomycin,0.15625,0.15625,0.0
Epirubicin,Cyclophosphamide,0.15625,0.15625,0.0
Gemcitabine,Cyclophosphamide,0.15625,0.15625,0.0
Fludarabine,Tioguanine,0.15625,0.15625,0.0
Gemcitabine,Tioguanine,0.15625,0.15625,0.0
Abemaciclib,Idelalisib,0.155555555555555,0.155556,4.444444449969165e-07
Lomustine,Dacarbazine,0.155555555555555,0.155556,4.444444449969165e-07
Methotrexate,Dacarbazine,0.155555555555555,0.155556,4.444444449969165e-07
Imatinib,Vinblastine,0.155555555555555,0.155556,4.444444449969165e-07
Mitoxantrone,Carboplatin,0.154761904761904,0.154762,9.523809602063338e-08
Ceritinib,Nilotinib,0.154761904761904,0.154762,9.523809602063338e-08
Raloxifene,Ceritinib,0.154761904761904,0.154762,9.523809602063338e-08
Hydroxyurea,Chlorambucil,0.154761904761904,0.154762,9.523809602063338e-08
Trilaciclib,Dexrazoxane,0.154761904761904,0.154762,9.523809602063338e-08
Docetaxel,Raloxifene,0.154761904761904,0.154762,9.523809602063338e-08
Melphalan,Etoposide,0.154761904761904,0.154762,9.523809602063338e-08
Trifluridine,Etoposide,0.154761904761904,0.154762,9.523809602063338e-08
Hydroxyurea,Melphalan,0.154761904761904,0.154762,9.523809602063338e-08
Epirubicin,Ifosfamide,0.154411764705882,0.154412,2.3529411799505517e-07
Bleomycin,Erlotinib,0.15340909090909,0.153409,9.0909090005864e-08
Dacomitinib,Dasatinib,0.151111111111111,0.151111,1.1111111100636784e-07
Methotrexate,Palbociclib,0.150997150997151,0.150997,1.5099715100497235e-07
Pemigatinib,Abemaciclib,0.15,0.15,0.0
Zoledronate,Erdafitinib,0.15,0.15,0.0
Imatinib,Paclitaxel,0.15,0.15,0.0
Pemigatinib,Zoledronate,0.15,0.15,0.0
Crizotinib,Ixabepilone,0.149732620320855,0.149733,3.796791450128012e-07
Valrubicin,Ifosfamide,0.149732620320855,0.149733,3.796791450128012e-07
Tioguanine,Lomustine,0.149305555555555,0.149306,4.444444449969165e-07
Cytarabine,Mercaptopurine,0.148148148148148,0.148148,1.481481479992386e-07
Mercaptopurine,Lomustine,0.148148148148148,0.148148,1.481481479992386e-07
Methotrexate,Lomustine,0.148148148148148,0.148148,1.481481479992386e-07
Vinblastine,Mercaptopurine,0.148148148148148,0.148148,1.481481479992386e-07
Methotrexate,Vinblastine,0.148148148148148,0.148148,1.481481479992386e-07
Sotorasib,Arsenic trioxide,0.147727272727272,0.147727,2.7272727201599345e-07
Lenvatinib,Everolimus,0.146464646464646,0.146465,3.5353535401960734e-07
Lenvatinib,Zanubrutinib,0.146464646464646,0.146465,3.5353535401960734e-07
Crizotinib,Palbociclib,0.145927601809954,0.145928,3.9819004599150887e-07
Ceritinib,Nitrogen mustard,0.145833333333333,0.145833,3.333333330191035e-07
Cyclophosphamide,Daunorubicin,0.145833333333333,0.145833,3.333333330191035e-07
Docetaxel,Cyclophosphamide,0.145833333333333,0.145833,3.333333330191035e-07
Ribociclib,tepotinib,0.145833333333333,0.145833,3.333333330191035e-07
Teniposide,Trifluridine,0.145833333333333,0.145833,3.333333330191035e-07
Carmustine,Cyclophosphamide,0.145474137931034,0.145474,1.3793103401105178e-07
Everolimus,Abemaciclib,0.145454545454545,0.145455,4.5454545499756804e-07
Paclitaxel,Arsenic trioxide,0.145454545454545,0.145455,4.5454545499756804e-07
umbralisib,Idarubicin,0.145454545454545,0.145455,4.5454545499756804e-07
Imatinib,Ixabepilone,0.145454545454545,0.145455,4.5454545499756804e-07
Crizotinib,Mercaptopurine,0.143790849673202,0.143791,1.5032679800963678e-07
Allopurinol,Dacarbazine,0.143589743589743,0.14359,2.564102569990734e-07
Fludarabine,Mercaptopurine,0.143518518518518,0.143519,4.814814820175428e-07
Fludarabine,Methotrexate,0.143518518518518,0.143519,4.814814820175428e-07
Gemcitabine,Mercaptopurine,0.143518518518518,0.143519,4.814814820175428e-07
Sotorasib,Lomustine,0.143518518518518,0.143519,4.814814820175428e-07
Methotrexate,Sotorasib,0.143518518518518,0.143519,4.814814820175428e-07
Carfilzomib,Oxaliplatin,0.14336917562724,0.143369,1.756272400010861e-07
Cytarabine,Oxaliplatin,0.14336917562724,0.143369,1.756272400010861e-07
Carmustine,Methotrexate,0.143039591315453,0.14304,4.086845470097078e-07
Hydroxyurea,Etoposide,0.142857142857142,0.142857,1.4285714197703747e-07
Ifosfamide,Daunorubicin,0.142156862745098,0.142157,1.372549019995617e-07
Ceritinib,Belinostat,0.141666666666666,0.141667,3.3333333399054865e-07
Uracil mustard,Daunorubicin,0.141666666666666,0.141667,3.3333333399054865e-07
umbralisib,Fluorouracil,0.141666666666666,0.141667,3.3333333399054865e-07
Uracil mustard,Mitomycin,0.141666666666666,0.141667,3.3333333399054865e-07
Gemcitabine,Oxaliplatin,0.141129032258064,0.141129,3.225806399775877e-08
Sotorasib,Oxaliplatin,0.141129032258064,0.141129,3.225806399775877e-08
Vorinostat,Palbociclib,0.141025641025641,0.141026,3.589743590159955e-07
Zoledronate,Everolimus,0.14090909090909,0.140909,9.0909090005864e-08
Pemigatinib,Dasatinib,0.14,0.14,0.0
Actinomycin D,Vorinostat,0.138888888888888,0.138889,1.1111111200556856e-07
Ceritinib,Vorinostat,0.138888888888888,0.138889,1.1111111200556856e-07
Cytarabine,Melphalan,0.138888888888888,0.138889,1.1111111200556856e-07
Duvelisib,Dacomitinib,0.138888888888888,0.138889,1.1111111200556856e-07
Dacomitinib,Vandetanib,0.138888888888888,0.138889,1.1111111200556856e-07
Fluorouracil,Dexrazoxane,0.138888888888888,0.138889,1.1111111200556856e-07
Docetaxel,Tamoxifen,0.138888888888888,0.138889,1.1111111200556856e-07
Vorinostat,Lomustine,0.138888888888888,0.138889,1.1111111200556856e-07
Tamoxifen,Selumetinib,0.138888888888888,0.138889,1.1111111200556856e-07
Vinblastine,tepotinib,0.138888888888888,0.138889,1.1111111200556856e-07
Valrubicin,Trilaciclib,0.138528138528138,0.138528,1.3852813798842512e-07
Epirubicin,Selpercatinib,0.138513513513513,0.138514,4.864864870113284e-07
Belinostat,Allopurinol,0.138461538461538,0.138462,4.6153846200436277e-07
umbralisib,Allopurinol,0.138461538461538,0.138462,4.6153846200436277e-07
Dacomitinib,Selpercatinib,0.138138138138138,0.138138,1.3813813798391195e-07
Abiraterone,Sotorasib,0.137820512820512,0.137821,4.871794880012548e-07
Abiraterone,Idelalisib,0.136752136752136,0.136752,1.3675213597630353e-07
Raloxifene,Venetoclax,0.135714285714285,0.135714,2.857142850087868e-07
Carmustine,Vorinostat,0.135057471264367,0.135057,4.712643670023997e-07
Tamoxifen,Cobimetinib,0.135057471264367,0.135057,4.712643670023997e-07
Darolutamide,Carboplatin,0.133928571428571,0.133929,4.2857142898422573e-07
Tioguanine,Nilotinib,0.133928571428571,0.133929,4.2857142898422573e-07
Epirubicin,Pralsetinib,0.133474576271186,0.133475,4.2372881400853935e-07
Pralsetinib,Sotorasib,0.133474576271186,0.133475,4.2372881400853935e-07
Imatinib,Dacarbazine,0.133333333333333,0.133333,3.3333333299134793e-07
Paclitaxel,Trifluridine,0.133333333333333,0.133333,3.3333333299134793e-07
Belinostat,Nitrogen mustard,0.13125,0.13125,0.0
Belinostat,Tioguanine,0.13125,0.13125,0.0
Uracil mustard,Bleomycin,0.13125,0.13125,0.0
Cyclophosphamide,Venetoclax,0.13125,0.13125,0.0
Imatinib,Tioguanine,0.13125,0.13125,0.0
umbralisib,Nitrogen mustard,0.13125,0.13125,0.0
Uracil mustard,Tioguanine,0.13125,0.13125,0.0
umbralisib,Tioguanine,0.13125,0.13125,0.0
Ceritinib,Trilaciclib,0.13095238095238,0.130952,3.809523799747083e-07
Fluorouracil,Trilaciclib,0.13095238095238,0.130952,3.809523799747083e-07
Crizotinib,Venetoclax,0.129411764705882,0.129412,2.3529411799505517e-07
Imatinib,Ifosfamide,0.129411764705882,0.129412,2.3529411799505517e-07
Palbociclib,Idarubicin,0.129370629370629,0.129371,3.706293710270536e-07
Cisplatin,Idarubicin,0.128787878787878,0.128788,1.2121212200622011e-07
Duvelisib,Everolimus,0.128787878787878,0.128788,1.2121212200622011e-07
Everolimus,Vandetanib,0.128787878787878,0.128788,1.2121212200622011e-07
Irinotecan,Melphalan,0.128787878787878,0.128788,1.2121212200622011e-07
Valrubicin,Trifluridine,0.128787878787878,0.128788,1.2121212200622011e-07
Zanubrutinib,Vandetanib,0.128787878787878,0.128788,1.2121212200622011e-07
Dacomitinib,Pralsetinib,0.128060263653484,0.12806,2.6365348398948996e-07
Methotrexate,Valrubicin,0.127946127946127,0.127946,1.2794612699873475e-07
Belinostat,Dexrazoxane,0.127777777777777,0.127778,2.222222230119364e-07
Belinostat,Tamoxifen,0.127777777777777,0.127778,2.222222230119364e-07
Uracil mustard,Dexrazoxane,0.127777777777777,0.127778,2.222222230119364e-07
umbralisib,Dexrazoxane,0.127777777777777,0.127778,2.222222230119364e-07
Cytarabine,Etoposide,0.126984126984126,0.126984,1.269841259921023e-07
Abiraterone,Erdafitinib,0.125641025641025,0.125641,2.5641024997691275e-08
Abiraterone,Pemigatinib,0.125641025641025,0.125641,2.5641024997691275e-08
Carmustine,Valrubicin,0.12539184952978,0.125392,1.5047022000613808e-07
Actinomycin D,Cisplatin,0.125,0.125,0.0
Actinomycin D,Melphalan,0.125,0.125,0.0
Actinomycin D,tepotinib,0.125,0.125,0.0
Chlorambucil,Daunorubicin,0.125,0.125,0.0
Cisplatin,Mitomycin,0.125,0.125,0.0
Tioguanine,Cyclophosphamide,0.125,0.125,0.0
Ribociclib,Darolutamide,0.125,0.125,0.0
Mitoxantrone,Daunorubicin,0.125,0.125,0.0
Docetaxel,Trifluridine,0.125,0.125,0.0
Melphalan,Fluorouracil,0.125,0.125,0.0
Fluorouracil,Trifluridine,0.125,0.125,0.0
Mitoxantrone,Mitomycin,0.125,0.125,0.0
Abemaciclib,Trilaciclib,0.123809523809523,0.12381,4.761904770084202e-07
Fruquintinib,Erlotinib,0.123167155425219,0.123167,1.5542521900058226e-07
Fruquintinib,Everolimus,0.123167155425219,0.123167,1.5542521900058226e-07
Zanubrutinib,Fruquintinib,0.123167155425219,0.123167,1.5542521900058226e-07
Carmustine,Trilaciclib,0.123152709359605,0.123153,2.9064039500092953e-07
Ixazomib,Arsenic trioxide,0.122727272727272,0.122727,2.7272727200211566e-07
Trametinib,Ixazomib,0.122727272727272,0.122727,2.7272727200211566e-07
Vemurafenib,Ixazomib,0.122727272727272,0.122727,2.7272727200211566e-07
Vorinostat,Dacarbazine,0.122222222222222,0.122222,2.2222222199885788e-07
Neratinib,Allopurinol,0.121794871794871,0.121795,1.2820512899913705e-07
Duvelisib,Ibrutinib,0.121794871794871,0.121795,1.2820512899913705e-07
Ibrutinib,Vandetanib,0.121794871794871,0.121795,1.2820512899913705e-07
Binimetinib,Ixazomib,0.121739130434782,0.121739,1.304347820030305e-07
Hydroxyurea,Paclitaxel,0.121428571428571,0.121429,4.285714289981035e-07
Crizotinib,Tioguanine,0.121323529411764,0.121324,4.7058823600398814e-07
Nitrogen mustard,Ifosfamide,0.121323529411764,0.121324,4.7058823600398814e-07
Tioguanine,Ifosfamide,0.121323529411764,0.121324,4.7058823600398814e-07
Actinomycin D,Methotrexate,0.12037037037037,0.12037,3.7037036999809647e-07
Ceritinib,Methotrexate,0.12037037037037,0.12037,3.7037036999809647e-07
Ceritinib,Selumetinib,0.12037037037037,0.12037,3.7037036999809647e-07
Lomustine,Daunorubicin,0.12037037037037,0.12037,3.7037036999809647e-07
Mercaptopurine,Daunorubicin,0.12037037037037,0.12037,3.7037036999809647e-07
Docetaxel,Mercaptopurine,0.12037037037037,0.12037,3.7037036999809647e-07
Docetaxel,Methotrexate,0.12037037037037,0.12037,3.7037036999809647e-07
Mercaptopurine,Fluorouracil,0.12037037037037,0.12037,3.7037036999809647e-07
Abemaciclib,Palbociclib,0.119230769230769,0.119231,2.3076923100218139e-07
Imatinib,Palbociclib,0.119230769230769,0.119231,2.3076923100218139e-07
Palbociclib,Venetoclax,0.119230769230769,0.119231,2.3076923100218139e-07
umbralisib,Palbociclib,0.119230769230769,0.119231,2.3076923100218139e-07
Cisplatin,Nilotinib,0.119047619047619,0.119048,3.809523810016646e-07
Raloxifene,Cisplatin,0.119047619047619,0.119048,3.809523810016646e-07
Nilotinib,tepotinib,0.119047619047619,0.119048,3.809523810016646e-07
Raloxifene,Trilaciclib,0.119047619047619,0.119048,3.809523810016646e-07
Raloxifene,tepotinib,0.119047619047619,0.119048,3.809523810016646e-07
Belinostat,Lomustine,0.118518518518518,0.118519,4.81481482003665e-07
Belinostat,Mercaptopurine,0.118518518518518,0.118519,4.81481482003665e-07
Belinostat,Methotrexate,0.118518518518518,0.118519,4.81481482003665e-07
Selumetinib,Ixazomib,0.118518518518518,0.118519,4.81481482003665e-07
Uracil mustard,Mercaptopurine,0.118518518518518,0.118519,4.81481482003665e-07
umbralisib,Mercaptopurine,0.118518518518518,0.118519,4.81481482003665e-07
Methotrexate,Uracil mustard,0.118518518518518,0.118519,4.81481482003665e-07
Ribociclib,Carfilzomib,0.118055555555555,0.118056,4.444444449969165e-07
Teniposide,Cytarabine,0.118055555555555,0.118056,4.444444449969165e-07
Tioguanine,Vorinostat,0.118055555555555,0.118056,4.444444449969165e-07
Carmustine,Daunorubicin,0.117816091954022,0.117816,9.195402199402292e-08
Ceritinib,Cobimetinib,0.117816091954022,0.117816,9.195402199402292e-08
Carmustine,Uracil mustard,0.117241379310344,0.117241,3.793103439952983e-07
Cobimetinib,Ixazomib,0.117241379310344,0.117241,3.793103439952983e-07
Valrubicin,Carboplatin,0.116883116883116,0.116883,1.1688311600532852e-07
Hydroxyurea,Idarubicin,0.116883116883116,0.116883,1.1688311600532852e-07
Oxaliplatin,Arsenic trioxide,0.116568914956011,0.116569,8.504398900377463e-08
Abiraterone,Erlotinib,0.116550116550116,0.11655,1.16550116002756e-07
Uracil mustard,Oxaliplatin,0.116129032258064,0.116129,3.225806399775877e-08
Dabrafenib,Ixabepilone,0.11590909090909,0.115909,9.0909090005864e-08
Bleomycin,Chlorambucil,0.114583333333333,0.114583,3.3333333299134793e-07
Mitoxantrone,Bleomycin,0.114583333333333,0.114583,3.3333333299134793e-07
Bleomycin,Vandetanib,0.114583333333333,0.114583,3.3333333299134793e-07
Tioguanine,Chlorambucil,0.114583333333333,0.114583,3.3333333299134793e-07
Mitoxantrone,Cyclophosphamide,0.114583333333333,0.114583,3.3333333299134793e-07
Cyclophosphamide,Trifluridine,0.114583333333333,0.114583,3.3333333299134793e-07
Tioguanine,tepotinib,0.114583333333333,0.114583,3.3333333299134793e-07
Ifosfamide,Dexrazoxane,0.11437908496732,0.114379,8.496731999929619e-08
Methotrexate,Allopurinol,0.113960113960113,0.11396,1.1396011299902309e-07
Uracil mustard,Selpercatinib,0.113513513513513,0.113514,4.864864869974506e-07
Mercaptopurine,Palbociclib,0.113247863247863,0.113248,1.3675213700325983e-07
Actinomycin D,Carboplatin,0.113095238095238,0.113095,2.3809523799767085e-07
Actinomycin D,Etoposide,0.113095238095238,0.113095,2.3809523799767085e-07
Docetaxel,Carboplatin,0.113095238095238,0.113095,2.3809523799767085e-07
Docetaxel,Hydroxyurea,0.113095238095238,0.113095,2.3809523799767085e-07
Cisplatin,Crizotinib,0.112745098039215,0.112745,9.803921499629276e-08
Cisplatin,Ifosfamide,0.112745098039215,0.112745,9.803921499629276e-08
Melphalan,Ifosfamide,0.112745098039215,0.112745,9.803921499629276e-08
Ifosfamide,Trifluridine,0.112745098039215,0.112745,9.803921499629276e-08
Erdafitinib,Brigatinib,0.1125,0.1125,0.0
Imatinib,Dabrafenib,0.1125,0.1125,0.0
Chlorambucil,Dexrazoxane,0.111111111111111,0.111111,1.1111111099249005e-07
Melphalan,Dexrazoxane,0.111111111111111,0.111111,1.1111111099249005e-07
Mitoxantrone,Dexrazoxane,0.111111111111111,0.111111,1.1111111099249005e-07
Trifluridine,Dexrazoxane,0.111111111111111,0.111111,1.1111111099249005e-07
Vorinostat,tepotinib,0.111111111111111,0.111111,1.1111111099249005e-07
Cyclophosphamide,Trilaciclib,0.110119047619047,0.110119,4.761904701111597e-08
Nilotinib,Palbociclib,0.109890109890109,0.10989,1.098901089985338e-07
Ibrutinib,Fruquintinib,0.109181141439205,0.109181,1.414392050008706e-07
Pralsetinib,Abemaciclib,0.108474576271186,0.108475,4.2372881400853935e-07
Uracil mustard,Pralsetinib,0.108474576271186,0.108475,4.2372881400853935e-07
Raloxifene,Mercaptopurine,0.108465608465608,0.108466,3.9153439200523277e-07
Selumetinib,Nilotinib,0.108465608465608,0.108466,3.9153439200523277e-07
Raloxifene,Selumetinib,0.108465608465608,0.108466,3.9153439200523277e-07
Fluorouracil,Dabrafenib,0.108333333333333,0.108333,3.333333330052257e-07
Duvelisib,Zoledronate,0.108333333333333,0.108333,3.333333330052257e-07
Cyclophosphamide,Arsenic trioxide,0.107954545454545,0.107955,4.5454545499756804e-07
Zanubrutinib,Brigatinib,0.107954545454545,0.107955,4.5454545499756804e-07
Teniposide,Idarubicin,0.107954545454545,0.107955,4.5454545499756804e-07
Ribociclib,Ixabepilone,0.107954545454545,0.107955,4.5454545499756804e-07
Raloxifene,Carboplatin,0.107142857142857,0.107143,1.4285714300399377e-07
tepotinib,Trilaciclib,0.107142857142857,0.107143,1.4285714300399377e-07
Duvelisib,Arsenic trioxide,0.106060606060606,0.106061,3.939393940083358e-07
tepotinib,Arsenic trioxide,0.106060606060606,0.106061,3.939393940083358e-07
Nilotinib,Cobimetinib,0.105911330049261,0.105911,3.300492609908945e-07
Raloxifene,Cobimetinib,0.105911330049261,0.105911,3.300492609908945e-07
Paclitaxel,Cytarabine,0.105555555555555,0.105556,4.444444449969165e-07
Erdafitinib,Idelalisib,0.105555555555555,0.105556,4.444444449969165e-07
Pemigatinib,Idelalisib,0.105555555555555,0.105556,4.444444449969165e-07
Binimetinib,tepotinib,0.105072463768115,0.105072,4.637681149943784e-07
Estramustine,Encorafenib,0.104761904761904,0.104762,9.52380959928778e-08
Ribociclib,Actinomycin D,0.104166666666666,0.104167,3.3333333399054865e-07
Ribociclib,Ceritinib,0.104166666666666,0.104167,3.3333333399054865e-07
Ribociclib,Fluorouracil,0.104166666666666,0.104167,3.3333333399054865e-07
Oxaliplatin,Nilotinib,0.1036866359447,0.103687,3.6405530000338526e-07
Neratinib,Dasatinib,0.103333333333333,0.103333,3.333333330052257e-07
Dasatinib,Vandetanib,0.103333333333333,0.103333,3.333333330052257e-07
Vorinostat,Trilaciclib,0.103174603174603,0.103175,3.968253970004776e-07
Bleomycin,Etoposide,0.102678571428571,0.102679,4.285714290119813e-07
Cyclophosphamide,Etoposide,0.102678571428571,0.102679,4.285714290119813e-07
Nitrogen mustard,Etoposide,0.102678571428571,0.102679,4.285714290119813e-07
Palbociclib,Trifluridine,0.102564102564102,0.102564,1.0256410200304433e-07
Binimetinib,Crizotinib,0.102301790281329,0.102302,2.0971867099872643e-07
Mercaptopurine,Chlorambucil,0.101851851851851,0.101852,1.481481489984393e-07
Methotrexate,Chlorambucil,0.101851851851851,0.101852,1.481481489984393e-07
Cisplatin,Lomustine,0.101851851851851,0.101852,1.481481489984393e-07
Melphalan,Lomustine,0.101851851851851,0.101852,1.481481489984393e-07
Mitoxantrone,Lomustine,0.101851851851851,0.101852,1.481481489984393e-07
tepotinib,Lomustine,0.101851851851851,0.101852,1.481481489984393e-07
Mercaptopurine,tepotinib,0.101851851851851,0.101852,1.481481489984393e-07
Mitoxantrone,Methotrexate,0.101851851851851,0.101852,1.481481489984393e-07
Methotrexate,tepotinib,0.101851851851851,0.101852,1.481481489984393e-07
Dexrazoxane,Arsenic trioxide,0.101010101010101,0.10101,1.0101010099183849e-07
Tamoxifen,Arsenic trioxide,0.101010101010101,0.10101,1.0101010099183849e-07
Carfilzomib,Irinotecan,0.101010101010101,0.10101,1.0101010099183849e-07
Idelalisib,Erlotinib,0.101010101010101,0.10101,1.0101010099183849e-07
Everolimus,Idelalisib,0.101010101010101,0.10101,1.0101010099183849e-07
Darolutamide,Allopurinol,0.100961538461538,0.100962,4.61538461990485e-07
Ibrutinib,Brigatinib,0.100961538461538,0.100962,4.61538461990485e-07
Crizotinib,Carboplatin,0.100840336134453,0.10084,3.361344530078414e-07
Carboplatin,Ifosfamide,0.100840336134453,0.10084,3.361344530078414e-07
Crizotinib,Etoposide,0.100840336134453,0.10084,3.361344530078414e-07
Hydroxyurea,Ifosfamide,0.100840336134453,0.10084,3.361344530078414e-07
Carmustine,Chlorambucil,0.100574712643678,0.100575,2.8735632200127537e-07
Carmustine,Cisplatin,0.100574712643678,0.100575,2.8735632200127537e-07
Carmustine,Duvelisib,0.100574712643678,0.100575,2.8735632200127537e-07
Carmustine,Melphalan,0.100574712643678,0.100575,2.8735632200127537e-07
Cyclophosphamide,Lomustine,0.099537037037037,0.099537,3.703703699287075e-08
Mercaptopurine,Cyclophosphamide,0.099537037037037,0.099537,3.703703699287075e-08
Oxaliplatin,Chlorambucil,0.0994623655913978,0.099462,3.655913978078962e-07
Mitoxantrone,Oxaliplatin,0.0994623655913978,0.099462,3.655913978078962e-07
Etoposide,Dexrazoxane,0.0992063492063492,0.099206,3.492063491983277e-07
Nilotinib,Darolutamide,0.0982142857142857,0.098214,2.857142857026762e-07
Ribociclib,Nilotinib,0.0982142857142857,0.098214,2.857142857026762e-07
Raloxifene,Ribociclib,0.0982142857142857,0.098214,2.857142857026762e-07
Raloxifene,Teniposide,0.0982142857142857,0.098214,2.857142857026762e-07
Ceritinib,Carfilzomib,0.0972222222222222,0.097222,2.222222221931469e-07
