drug_a,drug_b,intersection_n,union_n,jaccard,n_a,n_b,shared_genes
mercaptopurine,tivozanib,0,28,0.0,27,1,
mercaptopurine,topotecan,0,29,0.0,27,2,
mercaptopurine,trametinib,0,49,0.0,27,22,
mercaptopurine,tucatinib,0,29,0.0,27,2,
mercaptopurine,valrubicin,0,38,0.0,27,11,
mercaptopurine,vandetanib,0,33,0.0,27,6,
mercaptopurine,vemurafenib,0,49,0.0,27,22,
mercaptopurine,venetoclax,0,32,0.0,27,5,
mercaptopurine,vinorelbine,0,28,0.0,27,1,
mercaptopurine,zoledronate,0,47,0.0,27,20,
methotrexate,mitotane,0,28,0.0,27,1,
methotrexate,neratinib,0,33,0.0,27,6,
methotrexate,olaparib,0,28,0.0,27,1,
methotrexate,osimertinib,0,29,0.0,27,2,
methotrexate,romidepsin,0,28,0.0,27,1,
methotrexate,selinexor,0,30,0.0,27,3,
methotrexate,sirolimus,0,29,0.0,27,2,
methotrexate,sonidegib,0,31,0.0,27,4,
methotrexate,temsirolimus,0,28,0.0,27,1,
methotrexate,tivozanib,0,28,0.0,27,1,
methotrexate,trametinib,0,49,0.0,27,22,
methotrexate,tucatinib,0,29,0.0,27,2,
methotrexate,umbralisib,0,32,0.0,27,5,
methotrexate,vandetanib,0,33,0.0,27,6,
methotrexate,vemurafenib,0,49,0.0,27,22,
methotrexate,venetoclax,0,32,0.0,27,5,
methotrexate,vinorelbine,0,28,0.0,27,1,
methotrexate,zoledronate,0,47,0.0,27,20,
mitomycin,mitotane,0,13,0.0,12,1,
mitomycin,neratinib,0,18,0.0,12,6,
mitomycin,nilotinib,0,26,0.0,12,14,
mitomycin,olaparib,0,13,0.0,12,1,
mitomycin,osimertinib,0,14,0.0,12,2,
mitomycin,paclitaxel,0,22,0.0,12,10,
mitomycin,panobinostat,0,13,0.0,12,1,
mitomycin,pralatrexate,0,14,0.0,12,2,
mitomycin,raloxifene,0,26,0.0,12,14,
mitomycin,ribociclib,0,20,0.0,12,8,
mitomycin,romidepsin,0,13,0.0,12,1,
mitomycin,selinexor,0,15,0.0,12,3,
mitomycin,selumetinib,0,39,0.0,12,27,
mitomycin,sirolimus,0,14,0.0,12,2,
mitomycin,sonidegib,0,16,0.0,12,4,
mitomycin,sunitinib,0,15,0.0,12,3,
mitomycin,tamoxifen,0,30,0.0,12,18,
mitomycin,temsirolimus,0,13,0.0,12,1,
mitomycin,tioguanine,0,28,0.0,12,16,
mitomycin,tivozanib,0,13,0.0,12,1,
mitomycin,trametinib,0,34,0.0,12,22,
mitomycin,tucatinib,0,14,0.0,12,2,
mitomycin,umbralisib,0,17,0.0,12,5,
mitomycin,vandetanib,0,18,0.0,12,6,
mitomycin,vemurafenib,0,34,0.0,12,22,
mitomycin,venetoclax,0,17,0.0,12,5,
mitomycin,vinorelbine,0,13,0.0,12,1,
mitomycin,vorinostat,0,30,0.0,12,18,
mitomycin,zoledronate,0,32,0.0,12,20,
mitotane,mitoxantrone,0,7,0.0,1,6,
mitotane,neratinib,0,7,0.0,1,6,
mitotane,nilotinib,0,15,0.0,1,14,
mitotane,olaparib,0,2,0.0,1,1,
mitotane,osimertinib,0,3,0.0,1,2,
mitotane,oxaliplatin,0,32,0.0,1,31,
mitotane,paclitaxel,0,11,0.0,1,10,
mitotane,palbociclib,0,27,0.0,1,26,
mitotane,panobinostat,0,2,0.0,1,1,
mitotane,pemetrexed,0,3,0.0,1,2,
mitotane,pralatrexate,0,3,0.0,1,2,
mitotane,raloxifene,0,15,0.0,1,14,
mitotane,ribociclib,0,9,0.0,1,8,
mitotane,romidepsin,0,2,0.0,1,1,
mitotane,selinexor,0,4,0.0,1,3,
mitotane,selumetinib,0,28,0.0,1,27,
mitotane,sirolimus,0,3,0.0,1,2,
mitotane,sonidegib,0,5,0.0,1,4,
mitotane,sunitinib,0,4,0.0,1,3,
mitotane,tamoxifen,0,19,0.0,1,18,
mitotane,temsirolimus,0,2,0.0,1,1,
mitotane,teniposide,0,9,0.0,1,8,
mitotane,thiotepa,0,4,0.0,1,3,
mitotane,tioguanine,0,17,0.0,1,16,
mitotane,tivozanib,0,2,0.0,1,1,
mitotane,topotecan,0,3,0.0,1,2,
mitotane,trametinib,0,23,0.0,1,22,
mitotane,trifluridine,0,7,0.0,1,6,
mitotane,tucatinib,0,3,0.0,1,2,
mitotane,umbralisib,0,6,0.0,1,5,
mitotane,valrubicin,0,12,0.0,1,11,
mitotane,vandetanib,0,7,0.0,1,6,
mitotane,vemurafenib,0,23,0.0,1,22,
mitotane,venetoclax,0,6,0.0,1,5,
mitotane,vinblastine,0,10,0.0,1,9,
mitotane,vinorelbine,0,2,0.0,1,1,
mitotane,vorinostat,0,19,0.0,1,18,
mitotane,zoledronate,0,21,0.0,1,20,
mitoxantrone,neratinib,0,12,0.0,6,6,
mitoxantrone,nilotinib,0,20,0.0,6,14,
mitoxantrone,olaparib,0,7,0.0,6,1,
mitoxantrone,osimertinib,0,8,0.0,6,2,
mitoxantrone,paclitaxel,0,16,0.0,6,10,
mitoxantrone,palbociclib,0,32,0.0,6,26,
mitoxantrone,panobinostat,0,7,0.0,6,1,
mitoxantrone,pemetrexed,0,8,0.0,6,2,
mitoxantrone,pralatrexate,0,8,0.0,6,2,
mitoxantrone,raloxifene,0,20,0.0,6,14,
mitoxantrone,ribociclib,0,14,0.0,6,8,
mitoxantrone,romidepsin,0,7,0.0,6,1,
mitoxantrone,selinexor,0,9,0.0,6,3,
mitoxantrone,selumetinib,0,33,0.0,6,27,
mitoxantrone,sirolimus,0,8,0.0,6,2,
mitoxantrone,sonidegib,0,10,0.0,6,4,
mitoxantrone,sunitinib,0,9,0.0,6,3,
mitoxantrone,tamoxifen,0,24,0.0,6,18,
mitoxantrone,temsirolimus,0,7,0.0,6,1,
mitoxantrone,tioguanine,0,22,0.0,6,16,
mitoxantrone,tivozanib,0,7,0.0,6,1,
mitoxantrone,trametinib,0,28,0.0,6,22,
mitoxantrone,tucatinib,0,8,0.0,6,2,
mitoxantrone,umbralisib,0,11,0.0,6,5,
mitoxantrone,vandetanib,0,12,0.0,6,6,
mitoxantrone,vemurafenib,0,28,0.0,6,22,
mitoxantrone,venetoclax,0,11,0.0,6,5,
mitoxantrone,vinblastine,0,15,0.0,6,9,
mitoxantrone,vinorelbine,0,7,0.0,6,1,
mitoxantrone,vorinostat,0,24,0.0,6,18,
mitoxantrone,zoledronate,0,26,0.0,6,20,
neratinib,nilotinib,0,20,0.0,6,14,
neratinib,olaparib,0,7,0.0,6,1,
neratinib,oxaliplatin,0,37,0.0,6,31,
neratinib,paclitaxel,0,16,0.0,6,10,
neratinib,palbociclib,0,32,0.0,6,26,
neratinib,panobinostat,0,7,0.0,6,1,
neratinib,pemetrexed,0,8,0.0,6,2,
neratinib,pralatrexate,0,8,0.0,6,2,
neratinib,raloxifene,0,20,0.0,6,14,
neratinib,ribociclib,0,14,0.0,6,8,
neratinib,romidepsin,0,7,0.0,6,1,
neratinib,selinexor,0,9,0.0,6,3,
neratinib,selumetinib,0,33,0.0,6,27,
neratinib,sirolimus,0,8,0.0,6,2,
neratinib,sonidegib,0,10,0.0,6,4,
neratinib,sunitinib,0,9,0.0,6,3,
neratinib,tamoxifen,0,24,0.0,6,18,
neratinib,temsirolimus,0,7,0.0,6,1,
neratinib,teniposide,0,14,0.0,6,8,
neratinib,thiotepa,0,9,0.0,6,3,
neratinib,tioguanine,0,22,0.0,6,16,
neratinib,tivozanib,0,7,0.0,6,1,
neratinib,topotecan,0,8,0.0,6,2,
neratinib,trametinib,0,28,0.0,6,22,
neratinib,trifluridine,0,12,0.0,6,6,
neratinib,tucatinib,0,8,0.0,6,2,
neratinib,umbralisib,0,11,0.0,6,5,
neratinib,valrubicin,0,17,0.0,6,11,
neratinib,vandetanib,0,12,0.0,6,6,
neratinib,vemurafenib,0,28,0.0,6,22,
neratinib,venetoclax,0,11,0.0,6,5,
neratinib,vinblastine,0,15,0.0,6,9,
neratinib,vinorelbine,0,7,0.0,6,1,
neratinib,vorinostat,0,24,0.0,6,18,
neratinib,zoledronate,0,26,0.0,6,20,
nilotinib,olaparib,0,15,0.0,14,1,
nilotinib,osimertinib,0,16,0.0,14,2,
nilotinib,panobinostat,0,15,0.0,14,1,
nilotinib,pemetrexed,0,16,0.0,14,2,
nilotinib,pralatrexate,0,16,0.0,14,2,
nilotinib,romidepsin,0,15,0.0,14,1,
nilotinib,sirolimus,0,16,0.0,14,2,
nilotinib,sonidegib,0,18,0.0,14,4,
nilotinib,sunitinib,0,17,0.0,14,3,
nilotinib,temsirolimus,0,15,0.0,14,1,
nilotinib,teniposide,0,22,0.0,14,8,
nilotinib,thiotepa,0,17,0.0,14,3,
nilotinib,tivozanib,0,15,0.0,14,1,
nilotinib,topotecan,0,16,0.0,14,2,
nilotinib,trametinib,0,36,0.0,14,22,
nilotinib,trifluridine,0,20,0.0,14,6,
nilotinib,tucatinib,0,16,0.0,14,2,
nilotinib,umbralisib,0,19,0.0,14,5,
nilotinib,valrubicin,0,25,0.0,14,11,
nilotinib,vandetanib,0,20,0.0,14,6,
nilotinib,venetoclax,0,19,0.0,14,5,
nilotinib,vinorelbine,0,15,0.0,14,1,
nilotinib,zoledronate,0,34,0.0,14,20,
olaparib,osimertinib,0,3,0.0,1,2,
olaparib,oxaliplatin,0,32,0.0,1,31,
olaparib,paclitaxel,0,11,0.0,1,10,
olaparib,palbociclib,0,27,0.0,1,26,
olaparib,panobinostat,0,2,0.0,1,1,
olaparib,pemetrexed,0,3,0.0,1,2,
olaparib,pralatrexate,0,3,0.0,1,2,
olaparib,raloxifene,0,15,0.0,1,14,
olaparib,ribociclib,0,9,0.0,1,8,
olaparib,romidepsin,0,2,0.0,1,1,
olaparib,selinexor,0,4,0.0,1,3,
olaparib,selumetinib,0,28,0.0,1,27,
olaparib,sirolimus,0,3,0.0,1,2,
olaparib,sonidegib,0,5,0.0,1,4,
olaparib,sunitinib,0,4,0.0,1,3,
olaparib,tamoxifen,0,19,0.0,1,18,
olaparib,temsirolimus,0,2,0.0,1,1,
olaparib,thiotepa,0,4,0.0,1,3,
olaparib,tioguanine,0,17,0.0,1,16,
olaparib,tivozanib,0,2,0.0,1,1,
olaparib,topotecan,0,3,0.0,1,2,
olaparib,trametinib,0,23,0.0,1,22,
olaparib,trifluridine,0,7,0.0,1,6,
olaparib,tucatinib,0,3,0.0,1,2,
olaparib,umbralisib,0,6,0.0,1,5,
olaparib,valrubicin,0,12,0.0,1,11,
olaparib,vandetanib,0,7,0.0,1,6,
olaparib,vemurafenib,0,23,0.0,1,22,
olaparib,venetoclax,0,6,0.0,1,5,
olaparib,vinblastine,0,10,0.0,1,9,
olaparib,vinorelbine,0,2,0.0,1,1,
olaparib,vorinostat,0,19,0.0,1,18,
olaparib,zoledronate,0,21,0.0,1,20,
osimertinib,oxaliplatin,0,33,0.0,2,31,
osimertinib,paclitaxel,0,12,0.0,2,10,
osimertinib,palbociclib,0,28,0.0,2,26,
osimertinib,panobinostat,0,3,0.0,2,1,
osimertinib,pemetrexed,0,4,0.0,2,2,
osimertinib,pralatrexate,0,4,0.0,2,2,
osimertinib,raloxifene,0,16,0.0,2,14,
osimertinib,ribociclib,0,10,0.0,2,8,
osimertinib,romidepsin,0,3,0.0,2,1,
osimertinib,selinexor,0,5,0.0,2,3,
osimertinib,selumetinib,0,29,0.0,2,27,
osimertinib,sirolimus,0,4,0.0,2,2,
osimertinib,sonidegib,0,6,0.0,2,4,
osimertinib,sunitinib,0,5,0.0,2,3,
osimertinib,tamoxifen,0,20,0.0,2,18,
osimertinib,temsirolimus,0,3,0.0,2,1,
osimertinib,teniposide,0,10,0.0,2,8,
osimertinib,thiotepa,0,5,0.0,2,3,
osimertinib,tioguanine,0,18,0.0,2,16,
osimertinib,tivozanib,0,3,0.0,2,1,
osimertinib,topotecan,0,4,0.0,2,2,
osimertinib,trametinib,0,24,0.0,2,22,
osimertinib,trifluridine,0,8,0.0,2,6,
osimertinib,tucatinib,0,4,0.0,2,2,
osimertinib,umbralisib,0,7,0.0,2,5,
osimertinib,valrubicin,0,13,0.0,2,11,
osimertinib,vandetanib,0,8,0.0,2,6,
osimertinib,vemurafenib,0,24,0.0,2,22,
osimertinib,venetoclax,0,7,0.0,2,5,
osimertinib,vinblastine,0,11,0.0,2,9,
osimertinib,vinorelbine,0,3,0.0,2,1,
osimertinib,vorinostat,0,20,0.0,2,18,
osimertinib,zoledronate,0,22,0.0,2,20,
oxaliplatin,panobinostat,0,32,0.0,31,1,
oxaliplatin,romidepsin,0,32,0.0,31,1,
oxaliplatin,selinexor,0,34,0.0,31,3,
oxaliplatin,sirolimus,0,33,0.0,31,2,
oxaliplatin,sonidegib,0,35,0.0,31,4,
oxaliplatin,temsirolimus,0,32,0.0,31,1,
oxaliplatin,tivozanib,0,32,0.0,31,1,
oxaliplatin,trametinib,0,53,0.0,31,22,
oxaliplatin,tucatinib,0,33,0.0,31,2,
oxaliplatin,vandetanib,0,37,0.0,31,6,
oxaliplatin,vemurafenib,0,53,0.0,31,22,
oxaliplatin,venetoclax,0,36,0.0,31,5,
oxaliplatin,vinblastine,0,40,0.0,31,9,
oxaliplatin,vinorelbine,0,32,0.0,31,1,
oxaliplatin,zoledronate,0,51,0.0,31,20,
paclitaxel,panobinostat,0,11,0.0,10,1,
paclitaxel,ribociclib,0,18,0.0,10,8,
paclitaxel,romidepsin,0,11,0.0,10,1,
paclitaxel,selinexor,0,13,0.0,10,3,
paclitaxel,sirolimus,0,12,0.0,10,2,
paclitaxel,sonidegib,0,14,0.0,10,4,
paclitaxel,sunitinib,0,13,0.0,10,3,
paclitaxel,temsirolimus,0,11,0.0,10,1,
paclitaxel,teniposide,0,18,0.0,10,8,
paclitaxel,thiotepa,0,13,0.0,10,3,
paclitaxel,tivozanib,0,11,0.0,10,1,
paclitaxel,topotecan,0,12,0.0,10,2,
paclitaxel,trametinib,0,32,0.0,10,22,
paclitaxel,tucatinib,0,12,0.0,10,2,
paclitaxel,umbralisib,0,15,0.0,10,5,
paclitaxel,valrubicin,0,21,0.0,10,11,
paclitaxel,vandetanib,0,16,0.0,10,6,
paclitaxel,vemurafenib,0,32,0.0,10,22,
paclitaxel,venetoclax,0,15,0.0,10,5,
paclitaxel,vinorelbine,0,11,0.0,10,1,
paclitaxel,zoledronate,0,30,0.0,10,20,
palbociclib,panobinostat,0,27,0.0,26,1,
palbociclib,pralatrexate,0,28,0.0,26,2,
palbociclib,romidepsin,0,27,0.0,26,1,
palbociclib,selinexor,0,29,0.0,26,3,
palbociclib,sirolimus,0,28,0.0,26,2,
palbociclib,sonidegib,0,30,0.0,26,4,
palbociclib,temsirolimus,0,27,0.0,26,1,
palbociclib,thiotepa,0,29,0.0,26,3,
palbociclib,tivozanib,0,27,0.0,26,1,
palbociclib,topotecan,0,28,0.0,26,2,
palbociclib,trametinib,0,48,0.0,26,22,
palbociclib,tucatinib,0,28,0.0,26,2,
palbociclib,vandetanib,0,32,0.0,26,6,
palbociclib,vemurafenib,0,48,0.0,26,22,
palbociclib,vinblastine,0,35,0.0,26,9,
palbociclib,vinorelbine,0,27,0.0,26,1,
palbociclib,zoledronate,0,46,0.0,26,20,
panobinostat,pemetrexed,0,3,0.0,1,2,
panobinostat,pralatrexate,0,3,0.0,1,2,
panobinostat,raloxifene,0,15,0.0,1,14,
panobinostat,ribociclib,0,9,0.0,1,8,
panobinostat,romidepsin,0,2,0.0,1,1,
panobinostat,selinexor,0,4,0.0,1,3,
panobinostat,selumetinib,0,28,0.0,1,27,
panobinostat,sirolimus,0,3,0.0,1,2,
panobinostat,sonidegib,0,5,0.0,1,4,
panobinostat,sunitinib,0,4,0.0,1,3,
panobinostat,temsirolimus,0,2,0.0,1,1,
panobinostat,teniposide,0,9,0.0,1,8,
panobinostat,thiotepa,0,4,0.0,1,3,
panobinostat,tioguanine,0,17,0.0,1,16,
panobinostat,tivozanib,0,2,0.0,1,1,
panobinostat,topotecan,0,3,0.0,1,2,
panobinostat,trametinib,0,23,0.0,1,22,
panobinostat,trifluridine,0,7,0.0,1,6,
panobinostat,tucatinib,0,3,0.0,1,2,
panobinostat,umbralisib,0,6,0.0,1,5,
panobinostat,valrubicin,0,12,0.0,1,11,
panobinostat,vandetanib,0,7,0.0,1,6,
panobinostat,vemurafenib,0,23,0.0,1,22,
panobinostat,venetoclax,0,6,0.0,1,5,
panobinostat,vinblastine,0,10,0.0,1,9,
panobinostat,vinorelbine,0,2,0.0,1,1,
panobinostat,zoledronate,0,21,0.0,1,20,
pemetrexed,raloxifene,0,16,0.0,2,14,
pemetrexed,ribociclib,0,10,0.0,2,8,
pemetrexed,romidepsin,0,3,0.0,2,1,
pemetrexed,selinexor,0,5,0.0,2,3,
pemetrexed,selumetinib,0,29,0.0,2,27,
pemetrexed,sirolimus,0,4,0.0,2,2,
pemetrexed,sonidegib,0,6,0.0,2,4,
pemetrexed,sunitinib,0,5,0.0,2,3,
pemetrexed,tamoxifen,0,20,0.0,2,18,
pemetrexed,temsirolimus,0,3,0.0,2,1,
pemetrexed,teniposide,0,10,0.0,2,8,
pemetrexed,thiotepa,0,5,0.0,2,3,
pemetrexed,tivozanib,0,3,0.0,2,1,
pemetrexed,topotecan,0,4,0.0,2,2,
pemetrexed,trametinib,0,24,0.0,2,22,
pemetrexed,tucatinib,0,4,0.0,2,2,
pemetrexed,umbralisib,0,7,0.0,2,5,
pemetrexed,valrubicin,0,13,0.0,2,11,
pemetrexed,vandetanib,0,8,0.0,2,6,
pemetrexed,vemurafenib,0,24,0.0,2,22,
pemetrexed,venetoclax,0,7,0.0,2,5,
pemetrexed,vinblastine,0,11,0.0,2,9,
pemetrexed,vinorelbine,0,3,0.0,2,1,
pemetrexed,vorinostat,0,20,0.0,2,18,
pemetrexed,zoledronate,0,22,0.0,2,20,
pralatrexate,raloxifene,0,16,0.0,2,14,
pralatrexate,ribociclib,0,10,0.0,2,8,
pralatrexate,romidepsin,0,3,0.0,2,1,
pralatrexate,selinexor,0,5,0.0,2,3,
pralatrexate,selumetinib,0,29,0.0,2,27,
pralatrexate,sirolimus,0,4,0.0,2,2,
pralatrexate,sonidegib,0,6,0.0,2,4,
pralatrexate,sunitinib,0,5,0.0,2,3,
pralatrexate,tamoxifen,0,20,0.0,2,18,
pralatrexate,temsirolimus,0,3,0.0,2,1,
pralatrexate,teniposide,0,10,0.0,2,8,
pralatrexate,thiotepa,0,5,0.0,2,3,
pralatrexate,tivozanib,0,3,0.0,2,1,
pralatrexate,topotecan,0,4,0.0,2,2,
pralatrexate,trametinib,0,24,0.0,2,22,
pralatrexate,tucatinib,0,4,0.0,2,2,
pralatrexate,umbralisib,0,7,0.0,2,5,
pralatrexate,valrubicin,0,13,0.0,2,11,
pralatrexate,vandetanib,0,8,0.0,2,6,
pralatrexate,vemurafenib,0,24,0.0,2,22,
pralatrexate,venetoclax,0,7,0.0,2,5,
pralatrexate,vinblastine,0,11,0.0,2,9,
pralatrexate,vinorelbine,0,3,0.0,2,1,
pralatrexate,vorinostat,0,20,0.0,2,18,
pralatrexate,zoledronate,0,22,0.0,2,20,
raloxifene,romidepsin,0,15,0.0,14,1,
raloxifene,sirolimus,0,16,0.0,14,2,
raloxifene,sonidegib,0,18,0.0,14,4,
raloxifene,sunitinib,0,17,0.0,14,3,
raloxifene,temsirolimus,0,15,0.0,14,1,
raloxifene,thiotepa,0,17,0.0,14,3,
raloxifene,tivozanib,0,15,0.0,14,1,
raloxifene,topotecan,0,16,0.0,14,2,
raloxifene,trametinib,0,36,0.0,14,22,
raloxifene,trifluridine,0,20,0.0,14,6,
raloxifene,tucatinib,0,16,0.0,14,2,
raloxifene,umbralisib,0,19,0.0,14,5,
raloxifene,vandetanib,0,20,0.0,14,6,
raloxifene,vemurafenib,0,36,0.0,14,22,
raloxifene,vinorelbine,0,15,0.0,14,1,
raloxifene,zoledronate,0,34,0.0,14,20,
ribociclib,selinexor,0,11,0.0,8,3,
ribociclib,selumetinib,0,35,0.0,8,27,
ribociclib,sirolimus,0,10,0.0,8,2,
ribociclib,sonidegib,0,12,0.0,8,4,
ribociclib,tamoxifen,0,26,0.0,8,18,
ribociclib,temsirolimus,0,9,0.0,8,1,
ribociclib,teniposide,0,16,0.0,8,8,
ribociclib,thiotepa,0,11,0.0,8,3,
ribociclib,tioguanine,0,24,0.0,8,16,
ribociclib,tivozanib,0,9,0.0,8,1,
ribociclib,topotecan,0,10,0.0,8,2,
ribociclib,trametinib,0,30,0.0,8,22,
ribociclib,trifluridine,0,14,0.0,8,6,
ribociclib,tucatinib,0,10,0.0,8,2,
ribociclib,umbralisib,0,13,0.0,8,5,
ribociclib,valrubicin,0,19,0.0,8,11,
ribociclib,vandetanib,0,14,0.0,8,6,
ribociclib,vemurafenib,0,30,0.0,8,22,
ribociclib,venetoclax,0,13,0.0,8,5,
ribociclib,vinblastine,0,17,0.0,8,9,
ribociclib,vinorelbine,0,9,0.0,8,1,
ribociclib,zoledronate,0,28,0.0,8,20,
romidepsin,selinexor,0,4,0.0,1,3,
romidepsin,selumetinib,0,28,0.0,1,27,
romidepsin,sirolimus,0,3,0.0,1,2,
romidepsin,sonidegib,0,5,0.0,1,4,
romidepsin,sunitinib,0,4,0.0,1,3,
romidepsin,tamoxifen,0,19,0.0,1,18,
romidepsin,temsirolimus,0,2,0.0,1,1,
romidepsin,teniposide,0,9,0.0,1,8,
romidepsin,thiotepa,0,4,0.0,1,3,
romidepsin,tioguanine,0,17,0.0,1,16,
romidepsin,tivozanib,0,2,0.0,1,1,
romidepsin,topotecan,0,3,0.0,1,2,
romidepsin,trametinib,0,23,0.0,1,22,
romidepsin,trifluridine,0,7,0.0,1,6,
romidepsin,tucatinib,0,3,0.0,1,2,
romidepsin,umbralisib,0,6,0.0,1,5,
romidepsin,valrubicin,0,12,0.0,1,11,
romidepsin,vandetanib,0,7,0.0,1,6,
romidepsin,vemurafenib,0,23,0.0,1,22,
romidepsin,venetoclax,0,6,0.0,1,5,
romidepsin,vinblastine,0,10,0.0,1,9,
romidepsin,vinorelbine,0,2,0.0,1,1,
romidepsin,vorinostat,0,19,0.0,1,18,
romidepsin,zoledronate,0,21,0.0,1,20,
selinexor,selumetinib,0,30,0.0,3,27,
selinexor,sirolimus,0,5,0.0,3,2,
selinexor,sonidegib,0,7,0.0,3,4,
selinexor,sunitinib,0,6,0.0,3,3,
selinexor,tamoxifen,0,21,0.0,3,18,
selinexor,temsirolimus,0,4,0.0,3,1,
selinexor,teniposide,0,11,0.0,3,8,
selinexor,thiotepa,0,6,0.0,3,3,
selinexor,tioguanine,0,19,0.0,3,16,
selinexor,tivozanib,0,4,0.0,3,1,
selinexor,topotecan,0,5,0.0,3,2,
selinexor,trametinib,0,25,0.0,3,22,
selinexor,trifluridine,0,9,0.0,3,6,
selinexor,tucatinib,0,5,0.0,3,2,
selinexor,umbralisib,0,8,0.0,3,5,
selinexor,valrubicin,0,14,0.0,3,11,
selinexor,vandetanib,0,9,0.0,3,6,
selinexor,vemurafenib,0,25,0.0,3,22,
selinexor,venetoclax,0,8,0.0,3,5,
selinexor,vinblastine,0,12,0.0,3,9,
selinexor,vinorelbine,0,4,0.0,3,1,
selinexor,vorinostat,0,21,0.0,3,18,
selinexor,zoledronate,0,23,0.0,3,20,
selumetinib,sirolimus,0,29,0.0,27,2,
selumetinib,sonidegib,0,31,0.0,27,4,
selumetinib,temsirolimus,0,28,0.0,27,1,
selumetinib,teniposide,0,35,0.0,27,8,
selumetinib,thiotepa,0,30,0.0,27,3,
selumetinib,tivozanib,0,28,0.0,27,1,
selumetinib,topotecan,0,29,0.0,27,2,
selumetinib,trifluridine,0,33,0.0,27,6,
selumetinib,tucatinib,0,29,0.0,27,2,
selumetinib,umbralisib,0,32,0.0,27,5,
selumetinib,valrubicin,0,38,0.0,27,11,
selumetinib,vandetanib,0,33,0.0,27,6,
selumetinib,vinorelbine,0,28,0.0,27,1,
selumetinib,zoledronate,0,47,0.0,27,20,
sirolimus,sonidegib,0,6,0.0,2,4,
sirolimus,sunitinib,0,5,0.0,2,3,
sirolimus,tamoxifen,0,20,0.0,2,18,
sirolimus,teniposide,0,10,0.0,2,8,
sirolimus,thiotepa,0,5,0.0,2,3,
sirolimus,tioguanine,0,18,0.0,2,16,
sirolimus,tivozanib,0,3,0.0,2,1,
sirolimus,topotecan,0,4,0.0,2,2,
sirolimus,trametinib,0,24,0.0,2,22,
sirolimus,trifluridine,0,8,0.0,2,6,
sirolimus,tucatinib,0,4,0.0,2,2,
sirolimus,umbralisib,0,7,0.0,2,5,
sirolimus,valrubicin,0,13,0.0,2,11,
sirolimus,vandetanib,0,8,0.0,2,6,
sirolimus,vemurafenib,0,24,0.0,2,22,
sirolimus,venetoclax,0,7,0.0,2,5,
sirolimus,vinblastine,0,11,0.0,2,9,
sirolimus,vinorelbine,0,3,0.0,2,1,
sirolimus,vorinostat,0,20,0.0,2,18,
sirolimus,zoledronate,0,22,0.0,2,20,
sonidegib,sunitinib,0,7,0.0,4,3,
sonidegib,tamoxifen,0,22,0.0,4,18,
sonidegib,temsirolimus,0,5,0.0,4,1,
sonidegib,teniposide,0,12,0.0,4,8,
sonidegib,thiotepa,0,7,0.0,4,3,
sonidegib,tioguanine,0,20,0.0,4,16,
sonidegib,tivozanib,0,5,0.0,4,1,
sonidegib,topotecan,0,6,0.0,4,2,
sonidegib,trametinib,0,26,0.0,4,22,
sonidegib,trifluridine,0,10,0.0,4,6,
sonidegib,tucatinib,0,6,0.0,4,2,
sonidegib,umbralisib,0,9,0.0,4,5,
sonidegib,valrubicin,0,15,0.0,4,11,
sonidegib,vandetanib,0,10,0.0,4,6,
sonidegib,vemurafenib,0,26,0.0,4,22,
sonidegib,venetoclax,0,9,0.0,4,5,
sonidegib,vinblastine,0,13,0.0,4,9,
sonidegib,vinorelbine,0,5,0.0,4,1,
sonidegib,vorinostat,0,22,0.0,4,18,
sonidegib,zoledronate,0,24,0.0,4,20,
sunitinib,tamoxifen,0,21,0.0,3,18,
sunitinib,temsirolimus,0,4,0.0,3,1,
sunitinib,teniposide,0,11,0.0,3,8,
sunitinib,thiotepa,0,6,0.0,3,3,
sunitinib,tioguanine,0,19,0.0,3,16,
sunitinib,tivozanib,0,4,0.0,3,1,
sunitinib,topotecan,0,5,0.0,3,2,
sunitinib,trifluridine,0,9,0.0,3,6,
sunitinib,tucatinib,0,5,0.0,3,2,
sunitinib,umbralisib,0,8,0.0,3,5,
sunitinib,valrubicin,0,14,0.0,3,11,
sunitinib,vandetanib,0,9,0.0,3,6,
sunitinib,vemurafenib,0,25,0.0,3,22,
sunitinib,venetoclax,0,8,0.0,3,5,
sunitinib,vinblastine,0,12,0.0,3,9,
sunitinib,vinorelbine,0,4,0.0,3,1,
sunitinib,zoledronate,0,23,0.0,3,20,
tamoxifen,temsirolimus,0,19,0.0,18,1,
tamoxifen,teniposide,0,26,0.0,18,8,
tamoxifen,thiotepa,0,21,0.0,18,3,
tamoxifen,tivozanib,0,19,0.0,18,1,
tamoxifen,topotecan,0,20,0.0,18,2,
tamoxifen,trifluridine,0,24,0.0,18,6,
tamoxifen,tucatinib,0,20,0.0,18,2,
tamoxifen,umbralisib,0,23,0.0,18,5,
tamoxifen,valrubicin,0,29,0.0,18,11,
tamoxifen,vandetanib,0,24,0.0,18,6,
tamoxifen,venetoclax,0,23,0.0,18,5,
tamoxifen,vinorelbine,0,19,0.0,18,1,
tamoxifen,zoledronate,0,38,0.0,18,20,
temsirolimus,teniposide,0,9,0.0,1,8,
temsirolimus,thiotepa,0,4,0.0,1,3,
temsirolimus,tioguanine,0,17,0.0,1,16,
temsirolimus,tivozanib,0,2,0.0,1,1,
temsirolimus,topotecan,0,3,0.0,1,2,
