drugA,drugB,B_ACC
Brigatinib,Pralsetinib,0.455033
Etoposide,Teniposide,0.453875
Docetaxel,Pemetrexed,0.453764
Carfilzomib,Vinblastine,0.453295
Hydroxyurea,Trifluridine,0.453281
Carboplatin,Cisplatin,0.448459
Celecoxib,Talazoparib,0.447211
Fluorouracil,Pemetrexed,0.445890
Uracil mustard,Valrubicin,0.444236
Methotrexate,Oxaliplatin,0.443364
Encorafenib,Trametinib,0.440407
Daunorubicin,Mitomycin,0.439310
Cyclophosphamide,Pemetrexed,0.437575
Bleomycin,Selpercatinib,0.434179
Oxaliplatin,Pipobroman,0.433829
Hydroxyurea,Pipobroman,0.433191
Methotrexate,Trifluridine,0.431520
Fruquintinib,Selpercatinib,0.430110
Belinostat,Pralatrexate,0.429642
Daunorubicin,Trifluridine,0.429164
Actinomycin D,Lomustine,0.428004
Pemetrexed,Tioguanine,0.425903
Cytarabine,Thiotepa,0.425346
Avapritinib,Ribociclib,0.424884
Crizotinib,Raloxifene,0.422284
Pralatrexate,Trifluridine,0.420742
Daunorubicin,Etoposide,0.419825
Erlotinib,Zanubrutinib,0.419179
Cytarabine,Uracil mustard,0.416665
Arsenic trioxide,Carmustine,0.413105
Palbociclib,Sunitinib,0.411628
Abiraterone,Selpercatinib,0.410498
Idarubicin,Mitomycin,0.408005
Lenvatinib,Selpercatinib,0.407903
Epirubicin,Valrubicin,0.406923
Hydroxyurea,Pralatrexate,0.406656
Imatinib,Vorinostat,0.406011
Mercaptopurine,Pemetrexed,0.405090
Triethylenemelamine,Valrubicin,0.404927
Carmustine,Ifosfamide,0.404696
Thiotepa,Topotecan,0.403172
Imatinib,Tamoxifen,0.402472
Dexrazoxane,Nitrogen mustard,0.402415
Topotecan,Triethylenemelamine,0.401574
Bleomycin,Pralsetinib,0.400680
Binimetinib,Dabrafenib,0.400378
Oxaliplatin,Pemetrexed,0.399564
Etoposide,Valrubicin,0.399451
Dacomitinib,Zanubrutinib,0.396236
Fruquintinib,Lenvatinib,0.395921
Erlotinib,Pralsetinib,0.395642
Brigatinib,Dasatinib,0.393382
Paclitaxel,Vinblastine,0.393034
Cyclophosphamide,Hydroxyurea,0.392998
Idarubicin,Triethylenemelamine,0.392337
Carfilzomib,Paclitaxel,0.389406
Nitrogen mustard,Uracil mustard,0.389166
Idarubicin,Thiotepa,0.389079
Dacomitinib,Neratinib,0.385358
Paclitaxel,Pipobroman,0.385223
Dexrazoxane,Idarubicin,0.385066
Ifosfamide,Uracil mustard,0.383875
Avapritinib,Ixabepilone,0.383223
Avapritinib,Fluorouracil,0.380087
Fedratinib,Sunitinib,0.379919
Arsenic trioxide,Carboplatin,0.379451
Erlotinib,Vandetanib,0.377246
Crizotinib,Tamoxifen,0.376590
Nilotinib,Tamoxifen,0.376565
Nitrogen mustard,Triethylenemelamine,0.376013
Mitomycin,Thiotepa,0.374916
Gemcitabine,Methotrexate,0.374878
Crizotinib,Nilotinib,0.372847
Actinomycin D,Imatinib,0.372765
Docetaxel,Pipobroman,0.372042
Docetaxel,Vinblastine,0.371660
Encorafenib,Venetoclax,0.371245
Avapritinib,Vorinostat,0.371060
Daunorubicin,Teniposide,0.370967
Imatinib,Oxaliplatin,0.370933
Clofarabine,Gemcitabine,0.369790
Methotrexate,Tioguanine,0.369591
Dabrafenib,Ixazomib,0.369482
Carfilzomib,Docetaxel,0.368032
Cladribine,Thiotepa,0.365536
Everolimus,Pralsetinib,0.365506
Actinomycin D,Carmustine,0.364800
Fluorouracil,Pipobroman,0.364168
Afatinib,Zanubrutinib,0.364007
Cladribine,Triethylenemelamine,0.363573
Cytarabine,Pralatrexate,0.362357
Avapritinib,Trilaciclib,0.361881
Cytarabine,Irinotecan,0.361826
Etoposide,Idarubicin,0.361713
Ixabepilone,Tamoxifen,0.361678
Irinotecan,Pralatrexate,0.361580
Idarubicin,Melphalan,0.361333
Palbociclib,Ribociclib,0.360821
Actinomycin D,Carfilzomib,0.360635
Daunorubicin,Methotrexate,0.359020
Abiraterone,Pralsetinib,0.358870
Paclitaxel,Pralatrexate,0.358688
Irinotecan,Methotrexate,0.358209
Cyclophosphamide,Pipobroman,0.355853
Daunorubicin,Melphalan,0.355653
Avapritinib,Palbociclib,0.354883
Pipobroman,Topotecan,0.354189
Pralsetinib,Zanubrutinib,0.351848
Mercaptopurine,Methotrexate,0.351576
Avapritinib,Methotrexate,0.351488
Erdafitinib,Ibrutinib,0.351220
Melphalan,Mitomycin,0.350385
Melphalan,Nitrogen mustard,0.350164
Melphalan,Uracil mustard,0.349903
Dacarbazine,Tioguanine,0.349747
Estramustine,Talazoparib,0.348330
Avapritinib,Oxaliplatin,0.348105
Irinotecan,Oxaliplatin,0.346567
Hydroxyurea,Irinotecan,0.345687
Docetaxel,Pralatrexate,0.345507
Neratinib,Osimertinib,0.345198
Pipobroman,Tioguanine,0.344181
Epirubicin,Mitoxantrone,0.343586
Binimetinib,Vemurafenib,0.343264
Docetaxel,Lomustine,0.342910
Abemaciclib,Sirolimus,0.341794
Everolimus,Selpercatinib,0.341727
Daunorubicin,Pralatrexate,0.341283
Lomustine,Raloxifene,0.339988
Brigatinib,Selpercatinib,0.339775
Crizotinib,Lomustine,0.338581
Lomustine,Tamoxifen,0.337732
Ribociclib,Sunitinib,0.337674
Fluorouracil,Ixabepilone,0.337664
Fluorouracil,Pralatrexate,0.337634
Neratinib,Zanubrutinib,0.336254
Ceritinib,Palbociclib,0.335116
Actinomycin D,Raloxifene,0.334631
Oxaliplatin,Paclitaxel,0.334442
Etoposide,Mitomycin,0.334255
Selpercatinib,Zoledronate,0.332060
Carmustine,Crizotinib,0.331848
Hydroxyurea,Mercaptopurine,0.331733
Tioguanine,Trifluridine,0.331222
Abiraterone,Lenvatinib,0.330848
Selumetinib,Venetoclax,0.330310
Cytarabine,Epirubicin,0.330299
Cisplatin,Topotecan,0.329874
Mercaptopurine,Paclitaxel,0.329720
Cyclophosphamide,Pralatrexate,0.329318
Carmustine,Raloxifene,0.328887
Dacomitinib,Osimertinib,0.328613
Mitoxantrone,Topotecan,0.328145
Cobimetinib,Venetoclax,0.326170
Daunorubicin,Hydroxyurea,0.325753
Cisplatin,Melphalan,0.325708
Chlorambucil,Ifosfamide,0.325688
Cytarabine,Mitomycin,0.325335
Chlorambucil,Cisplatin,0.325272
Carboplatin,Cyclophosphamide,0.324812
Pralsetinib,Zoledronate,0.324598
Oxaliplatin,Tioguanine,0.324439
Chlorambucil,Mitoxantrone,0.323670
Mercaptopurine,Pipobroman,0.323368
Gemcitabine,Irinotecan,0.323131
Duvelisib,Vandetanib,0.322784
Allopurinol,Pralatrexate,0.321497
Afatinib,Tucatinib,0.321097
Gemcitabine,Paclitaxel,0.320239
Fluorouracil,Hydroxyurea,0.320128
Daunorubicin,Nitrogen mustard,0.320024
Belinostat,Fedratinib,0.319883
Cytarabine,Methotrexate,0.319568
Teniposide,Uracil mustard,0.319461
Clofarabine,Cytarabine,0.318178
Imatinib,Lomustine,0.318069
Idelalisib,Sirolimus,0.315724
Selumetinib,Vemurafenib,0.315443
Daunorubicin,Valrubicin,0.314724
Etoposide,Uracil mustard,0.313666
Tucatinib,Vandetanib,0.313585
Carmustine,Imatinib,0.313301
Erlotinib,Ibrutinib,0.312983
Duvelisib,Tucatinib,0.312105
Tucatinib,Zanubrutinib,0.311780
Dasatinib,Erlotinib,0.311267
Dabrafenib,Venetoclax,0.310967
Erdafitinib,Fruquintinib,0.310944
Osimertinib,Zanubrutinib,0.310929
Pemigatinib,Sirolimus,0.310648
Erlotinib,Osimertinib,0.310618
Topotecan,Trifluridine,0.310330
Epirubicin,Mitomycin,0.309096
Mercaptopurine,Oxaliplatin,0.308806
Pemigatinib,Selpercatinib,0.308611
Nitrogen mustard,Oxaliplatin,0.308286
Allopurinol,Mercaptopurine,0.307866
Teniposide,Topotecan,0.307177
Docetaxel,Gemcitabine,0.307058
Actinomycin D,Tamoxifen,0.306710
Dexrazoxane,Palbociclib,0.306250
Ceritinib,Imatinib,0.306145
Everolimus,Sirolimus,0.305802
Etoposide,Topotecan,0.304391
Ibrutinib,Osimertinib,0.304335
Cobimetinib,Vemurafenib,0.304243
Belinostat,Oxaliplatin,0.303633
Arsenic trioxide,Cisplatin,0.303383
Daunorubicin,Gemcitabine,0.302834
Encorafenib,tepotinib,0.302724
Celecoxib,Oxaliplatin,0.302470
Allopurinol,Fludarabine,0.301852
Crizotinib,tepotinib,0.301710
Melphalan,Methotrexate,0.300777
Fedratinib,Ribociclib,0.300709
Mercaptopurine,Trifluridine,0.300446
Abiraterone,Zoledronate,0.299877
Dasatinib,Zanubrutinib,0.299774
Fluorouracil,Gemcitabine,0.299185
Fluorouracil,Methotrexate,0.299106
Daunorubicin,Oxaliplatin,0.297506
Ixabepilone,Sunitinib,0.296014
Allopurinol,Tioguanine,0.295688
Ibrutinib,Pralsetinib,0.295116
Irinotecan,Tioguanine,0.294913
Brigatinib,Erlotinib,0.294493
Topotecan,Valrubicin,0.293955
Ceritinib,Ixabepilone,0.293296
Melphalan,Teniposide,0.293131
Lomustine,Vinblastine,0.293042
Fluorouracil,Sunitinib,0.292878
Erdafitinib,Lenvatinib,0.292539
Talazoparib,Teniposide,0.291189
Cyclophosphamide,Gemcitabine,0.290869
Hydroxyurea,Talazoparib,0.289126
Cytarabine,Topotecan,0.289024
Irinotecan,Topotecan,0.288740
Etoposide,Talazoparib,0.288297
Idarubicin,Topotecan,0.287915
Cyclophosphamide,Valrubicin,0.287673
Nitrogen mustard,Palbociclib,0.286872
Carfilzomib,Lomustine,0.286851
Ceritinib,Dexrazoxane,0.286692
Dabrafenib,Vemurafenib,0.286010
Hydroxyurea,Tioguanine,0.285857
Lomustine,Paclitaxel,0.284801
Carmustine,Tamoxifen,0.284733
Tamoxifen,Vorinostat,0.284433
Methotrexate,Mitomycin,0.284400
Sunitinib,Vorinostat,0.283850
Gemcitabine,Triethylenemelamine,0.283391
Carboplatin,Carmustine,0.283164
Erdafitinib,Sirolimus,0.282208
Daunorubicin,Topotecan,0.281334
Mitomycin,Topotecan,0.281007
Carmustine,Ribociclib,0.280737
Dasatinib,Lorlatinib,0.280546
Nitrogen mustard,Topotecan,0.280085
Idarubicin,Uracil mustard,0.280059
Chlorambucil,Teniposide,0.280058
Fluorouracil,Oxaliplatin,0.280030
Dacarbazine,Mercaptopurine,0.279813
Mitomycin,Pipobroman,0.279677
Docetaxel,Oxaliplatin,0.279617
Ceritinib,Fedratinib,0.279613
Cyclophosphamide,Darolutamide,0.279375
Gemcitabine,Tioguanine,0.279197
Mitomycin,Trifluridine,0.278905
Mitoxantrone,Teniposide,0.278753
Ifosfamide,Topotecan,0.278565
Fruquintinib,Zoledronate,0.278149
Idelalisib,Vandetanib,0.277806
Talazoparib,Valrubicin,0.277463
Fedratinib,Nitrogen mustard,0.277135
Methotrexate,Paclitaxel,0.276599
Cladribine,Gemcitabine,0.276254
Dexrazoxane,Topotecan,0.275259
Sunitinib,Trilaciclib,0.274671
Chlorambucil,Etoposide,0.274264
Celecoxib,Teniposide,0.273378
Etoposide,Mitoxantrone,0.272958
Dexrazoxane,Fedratinib,0.272313
Irinotecan,Nitrogen mustard,0.272146
Crizotinib,Fedratinib,0.272099
Erdafitinib,Erlotinib,0.271929
Celecoxib,Hydroxyurea,0.271315
Bleomycin,Sirolimus,0.271289
Celecoxib,Etoposide,0.270486
Oxaliplatin,Trifluridine,0.269783
Imatinib,Selumetinib,0.269301
Irinotecan,Uracil mustard,0.269173
Ixabepilone,Raloxifene,0.268302
Docetaxel,Irinotecan,0.267987
Trametinib,Vemurafenib,0.267955
Crizotinib,Darolutamide,0.267526
Fedratinib,Trilaciclib,0.267437
Ceritinib,Tamoxifen,0.266958
Actinomycin D,Vinblastine,0.266431
Carmustine,Sunitinib,0.266110
Bleomycin,Lorlatinib,0.265894
Cobimetinib,Imatinib,0.265786
Dasatinib,Ibrutinib,0.265600
Allopurinol,Belinostat,0.265533
Nilotinib,Vinblastine,0.265303
Paclitaxel,Trifluridine,0.265036
Methotrexate,Topotecan,0.264885
Melphalan,Valrubicin,0.264392
Methotrexate,Sunitinib,0.264279
Dasatinib,Everolimus,0.263950
Ceritinib,Crizotinib,0.263685
Actinomycin D,Daunorubicin,0.263638
Imatinib,Methotrexate,0.263478
Oxaliplatin,Topotecan,0.263097
Hydroxyurea,Methotrexate,0.262443
Actinomycin D,Etoposide,0.261583
Oxaliplatin,Sunitinib,0.260896
Fedratinib,Oxaliplatin,0.260162
Methotrexate,Vorinostat,0.259915
Cyclophosphamide,Talazoparib,0.259830
Nilotinib,Vorinostat,0.259792
Celecoxib,Valrubicin,0.259653
Gemcitabine,Mercaptopurine,0.258384
Cytarabine,Daunorubicin,0.258306
Cyclophosphamide,Teniposide,0.258221
Dasatinib,Fruquintinib,0.257983
Irinotecan,Mercaptopurine,0.257675
Afatinib,Ibrutinib,0.257547
Avapritinib,Duvelisib,0.256337
Pipobroman,Thiotepa,0.256063
Hydroxyurea,Oxaliplatin,0.255619
Actinomycin D,Ifosfamide,0.254650
Dacarbazine,Nilotinib,0.254528
Selpercatinib,Sirolimus,0.254473
Pipobroman,Triethylenemelamine,0.254464
Hydroxyurea,Thiotepa,0.254301
Encorafenib,Ixazomib,0.254086
Ixazomib,tepotinib,0.253631
Talazoparib,Trilaciclib,0.252990
Gemcitabine,Oxaliplatin,0.252858
Chlorambucil,Valrubicin,0.252558
Hydroxyurea,Triethylenemelamine,0.252338
Erdafitinib,Zanubrutinib,0.251884
Docetaxel,Trifluridine,0.251854
Cladribine,Trifluridine,0.251513
Etoposide,Ifosfamide,0.251464
Hydroxyurea,Paclitaxel,0.250950
Lenvatinib,Zoledronate,0.250753
Abiraterone,Lorlatinib,0.250423
Pralsetinib,Sirolimus,0.249875
Thiotepa,Uracil mustard,0.249592
Crizotinib,Ribociclib,0.249432
Arsenic trioxide,Darolutamide,0.247956
Imatinib,Selinexor,0.246712
Cladribine,Hydroxyurea,0.245201
Arsenic trioxide,Ifosfamide,0.245179
Cisplatin,Thiotepa,0.245153
Paclitaxel,Raloxifene,0.244966
Dasatinib,Lenvatinib,0.244558
Fluorouracil,Trifluridine,0.243981
Belinostat,Tioguanine,0.243904
Carmustine,Dacarbazine,0.243899
Cyclophosphamide,Docetaxel,0.243116
Dabrafenib,tepotinib,0.242822
Cisplatin,Selinexor,0.242808
Celecoxib,Cyclophosphamide,0.242019
Asciminib,Imatinib,0.241770
Cytarabine,Mitoxantrone,0.241566
Carfilzomib,Ifosfamide,0.241210
Allopurinol,Asciminib,0.241021
Crizotinib,Vinblastine,0.241001
Fluorouracil,Nitrogen mustard,0.240415
Idarubicin,Mitoxantrone,0.239254
Bleomycin,Erdafitinib,0.238736
Ibrutinib,Selpercatinib,0.237874
Docetaxel,Hydroxyurea,0.237769
Abemaciclib,Trilaciclib,0.237747
Ifosfamide,Raloxifene,0.237702
Nitrogen mustard,Valrubicin,0.237013
Cyclophosphamide,Paclitaxel,0.237010
Chlorambucil,Idarubicin,0.236556
Carmustine,Darolutamide,0.236298
Dexrazoxane,Oxaliplatin,0.235742
Cyclophosphamide,Trifluridine,0.235665
Hydroxyurea,Teniposide,0.235462
Celecoxib,Trilaciclib,0.235179
Ixabepilone,Paclitaxel,0.234672
Ixabepilone,Oxaliplatin,0.234270
Trametinib,Venetoclax,0.233847
Crizotinib,Vorinostat,0.232432
Crizotinib,Etoposide,0.232421
Carmustine,Ixabepilone,0.232342
Bleomycin,Fruquintinib,0.232023
Chlorambucil,Cytarabine,0.232009
Daunorubicin,Dexrazoxane,0.231619
Arsenic trioxide,Vinblastine,0.231553
Palbociclib,Raloxifene,0.231478
Chlorambucil,Irinotecan,0.231444
Bleomycin,Dasatinib,0.231327
Irinotecan,Mitoxantrone,0.231293
Methotrexate,Nitrogen mustard,0.230924
Mitoxantrone,Thiotepa,0.230019
Melphalan,Triethylenemelamine,0.229262
Erlotinib,Selpercatinib,0.229125
Chlorambucil,Triethylenemelamine,0.229049
Idarubicin,Irinotecan,0.228984
Fluorouracil,Palbociclib,0.228963
Abemaciclib,Palbociclib,0.228062
Ixabepilone,Vorinostat,0.227762
Carboplatin,Selinexor,0.226440
Oxaliplatin,umbralisib,0.226420
Arsenic trioxide,Carfilzomib,0.226098
Cytarabine,Tioguanine,0.225530
Erlotinib,Neratinib,0.225351
Cladribine,Cytarabine,0.225347
Avapritinib,Idelalisib,0.225325
Lenvatinib,Pemigatinib,0.224652
Bleomycin,Zoledronate,0.224513
Belinostat,Mercaptopurine,0.224257
Belinostat,Methotrexate,0.223666
Carmustine,Paclitaxel,0.223436
Ceritinib,Fluorouracil,0.223299
Mitoxantrone,Nitrogen mustard,0.222930
Dacarbazine,tepotinib,0.222510
Chlorambucil,Mitomycin,0.222393
Bleomycin,Everolimus,0.222389
Carmustine,Docetaxel,0.222388
Paclitaxel,Tamoxifen,0.221920
Actinomycin D,Paclitaxel,0.221411
Abiraterone,Everolimus,0.221385
Paclitaxel,Tioguanine,0.221075
Belinostat,Vorinostat,0.220886
Pemigatinib,Pralsetinib,0.219888
Ifosfamide,Mitoxantrone,0.219242
Vemurafenib,Venetoclax,0.219008
Selpercatinib,Zanubrutinib,0.218561
Carmustine,Vinblastine,0.218526
Ceritinib,Dabrafenib,0.218430
Cyclophosphamide,Fulvestrant,0.218303
Fluorouracil,Vorinostat,0.218145
Cyclophosphamide,Daunorubicin,0.217881
Binimetinib,Venetoclax,0.216815
Crizotinib,Oxaliplatin,0.215983
Arsenic trioxide,Imatinib,0.215650
Carmustine,Epirubicin,0.215596
Dasatinib,Zoledronate,0.215422
Chlorambucil,Nitrogen mustard,0.214207
Ibrutinib,Neratinib,0.213630
Carfilzomib,Carmustine,0.213229
Actinomycin D,Idarubicin,0.212576
Imatinib,Mercaptopurine,0.212486
Oxaliplatin,Palbociclib,0.212305
Ifosfamide,Tamoxifen,0.212183
Idarubicin,Methotrexate,0.211889
Irinotecan,Mitomycin,0.210515
Crizotinib,Ifosfamide,0.210233
Imatinib,umbralisib,0.209704
Teniposide,Thiotepa,0.209051
Cytarabine,Nitrogen mustard,0.208606
Ifosfamide,Oxaliplatin,0.208316
Oxaliplatin,Vorinostat,0.207926
Idarubicin,Oxaliplatin,0.207700
Teniposide,Triethylenemelamine,0.207453
Hydroxyurea,Valrubicin,0.207431
Oxaliplatin,Tamoxifen,0.206853
Abiraterone,Bleomycin,0.206773
Brigatinib,Zanubrutinib,0.206715
Cytarabine,Paclitaxel,0.206651
Actinomycin D,Docetaxel,0.206461
Belinostat,Trilaciclib,0.206366
Etoposide,Thiotepa,0.206265
Irinotecan,Paclitaxel,0.205873
Brigatinib,Erdafitinib,0.205860
Etoposide,Triethylenemelamine,0.204666
Ixabepilone,Nilotinib,0.203204
Abiraterone,Dasatinib,0.202880
Arsenic trioxide,Raloxifene,0.202247
Raloxifene,Vorinostat,0.202180
Ifosfamide,Paclitaxel,0.201881
Actinomycin D,Nilotinib,0.201651
Melphalan,Mercaptopurine,0.200847
Oxaliplatin,Raloxifene,0.200659
Ifosfamide,Irinotecan,0.200641
Pipobroman,Uracil mustard,0.200608
Avapritinib,Zoledronate,0.199256
Epirubicin,Uracil mustard,0.198253
Belinostat,Palbociclib,0.198064
Dabrafenib,Vorinostat,0.197635
Carboplatin,Nilotinib,0.197584
Cytarabine,Mercaptopurine,0.197187
Everolimus,Pemigatinib,0.196928
Belinostat,Crizotinib,0.196684
Fruquintinib,Vandetanib,0.196559
Allopurinol,Neratinib,0.196525
Actinomycin D,Selinexor,0.196462
Carmustine,Oxaliplatin,0.196427
Thiotepa,Valrubicin,0.195829
Lomustine,Nilotinib,0.195736
Carboplatin,Lomustine,0.195099
Idarubicin,Trifluridine,0.194754
Arsenic trioxide,Avapritinib,0.194692
Dacomitinib,Erlotinib,0.194409
Cytarabine,Docetaxel,0.193470
Brigatinib,Ibrutinib,0.193195
Dexrazoxane,Irinotecan,0.192992
Carmustine,Mitoxantrone,0.192898
Crizotinib,Selumetinib,0.192784
Nilotinib,Selinexor,0.192514
Mercaptopurine,Nitrogen mustard,0.192356
Raloxifene,Selinexor,0.192225
Actinomycin D,Mitomycin,0.192026
Docetaxel,Mercaptopurine,0.191625
Imatinib,Paclitaxel,0.191444
Palbociclib,Vorinostat,0.191168
Irinotecan,Thiotepa,0.190614
Tamoxifen,tepotinib,0.190442
Mitomycin,Nitrogen mustard,0.190287
Mercaptopurine,Nilotinib,0.190244
Ifosfamide,Selinexor,0.190231
Cytarabine,Oxaliplatin,0.190093
Brigatinib,Everolimus,0.189769
Fruquintinib,Pemigatinib,0.189742
Carmustine,Nilotinib,0.189385
Dabrafenib,Nilotinib,0.189294
Oxaliplatin,Ribociclib,0.189294
Irinotecan,Teniposide,0.189063
Irinotecan,Triethylenemelamine,0.189016
Mitomycin,Teniposide,0.188846
Erdafitinib,Everolimus,0.188671
Actinomycin D,Asciminib,0.188510
Carmustine,tepotinib,0.188476
Melphalan,Oxaliplatin,0.188430
Abiraterone,Avapritinib,0.187748
Docetaxel,Ifosfamide,0.186930
Ixabepilone,Methotrexate,0.186879
Nitrogen mustard,Teniposide,0.186844
Crizotinib,Selinexor,0.186741
Cobimetinib,Crizotinib,0.186541
Asciminib,Ceritinib,0.186110
Bleomycin,Lenvatinib,0.186081
Cytarabine,Fluorouracil,0.185596
