variant,drug,z_A1,z_A2,z_B1,z_B2,z_B2_lo,z_B2_hi,delta_z_acc_A1_minus_A2,delta_z_breast_B2_minus_B1,delta_z_breast_B2_lo_minus_B1,delta_z_breast_B2_hi_minus_B1
column_gene_rank,Cyclophosphamide,-1.46333529391,-1.44476607032,1.6570500338,1.66811584773,1.66748422297,1.66845970239,-0.01856922359,0.01106581393,0.01043418917,0.01140966859
column_gene_rank,Cytarabine,1.00415296041,0.900693529151,-0.0247487523399,-0.0307253611751,-0.0290213693335,-0.0310750238324,0.103459431259,-0.0059766088352,-0.0042726169936,-0.0063262714925
column_gene_rank,Dabrafenib,-0.977068457693,-0.75868561466,-0.700657406203,-0.792260903769,-0.792951781871,-0.791847501779,-0.218382843033,-0.091603497566,-0.092294375668,-0.091190095576
column_gene_rank,Dacarbazine,-0.6997595098,-0.756841179317,-1.90457976229,-1.75799990321,-1.82247958155,-1.76009648041,0.057081669517,0.14657985908,0.08210018074,0.14448328188
column_gene_rank,Dacomitinib,0.862962130199,0.792745206122,0.384998306685,0.413350463098,0.411442768539,0.413519604282,0.070216924077,0.028352156413,0.026444461854,0.028521297597
column_gene_rank,Darolutamide,0.626851073441,0.393271472853,0.497280103415,0.760674332057,0.598590933461,0.759648249606,0.233579600588,0.263394228642,0.101310830046,0.262368146191
column_gene_rank,Dasatinib,-1.34928128846,-1.23988556417,-0.222655446369,-0.220006145202,-0.270316534823,-0.220869253516,-0.10939572429,0.002649301167,-0.047661088454,0.001786192853
column_gene_rank,Daunorubicin,-0.0971059689578,-0.0886031282868,-0.283656701681,-0.392025022317,-0.334361013884,-0.394803562499,-0.008502840671,-0.108368320636,-0.050704312203,-0.111146860818
column_gene_rank,Decitabine,0.677408079018,0.66861712932,1.0291825506,1.05115358351,1.05107524887,1.05118858261,0.008790949698,0.02197103291,0.02189269827,0.02200603201
column_gene_rank,Dexrazoxane,1.01714654286,1.02337344483,0.23970973637,0.314029633731,0.249494596058,0.315755810235,-0.00622690197,0.074319897361,0.009784859688,0.076046073865
column_gene_rank,Docetaxel,2.05407502925,2.04351142646,0.838920746889,0.839526411227,0.837876384758,0.841518022619,0.01056360279,0.000605664338,-0.001044362131,0.00259727573
column_gene_rank,Doxorubicin,0.575701805356,0.581262960155,0.731954432183,0.722374422976,0.726355149373,0.718703073326,-0.005561154799,-0.009580009207,-0.00559928281,-0.013251358857
column_gene_rank,Duvelisib,0.134855879638,0.531643644857,-0.232246899414,-0.216719006498,-0.217644528655,-0.215331633598,-0.396787765219,0.015527892916,0.014602370759,0.016915265816
