draw,spearman_vs_locked_ADRS_rank,top20_jaccard_vs_locked,spearman_vs_uniform_ADRS_rank,top20_jaccard_vs_uniform,mean_absolute_rank_change_vs_locked,maximum_absolute_rank_change_vs_locked,Abemaciclib_rank,Palbociclib_rank,Ribociclib_rank
387,0.987376985148,0.818181818182,0.993855211638,0.904761904762,2.72222222222,29,8,26,49
388,0.977583430983,0.739130434783,0.99092095611,0.818181818182,4.38888888889,29,13,51,49
389,0.984042603866,0.818181818182,0.989682471634,0.818181818182,2.7962962963,35,18,61,48
390,0.984109291492,0.904761904762,0.994007640497,0.818181818182,2.75925925926,33,11,43,48
391,0.996522716663,1,0.991425876704,0.904761904762,1.81481481481,11,8,27,50
392,0.989110863414,0.818181818182,0.989053702592,0.904761904762,3,18,11,33,48
393,0.974096620843,0.739130434783,0.99024455305,0.739130434783,4.40740740741,29,9,55,49
394,0.987786637705,0.818181818182,0.986748216106,0.818181818182,2.72222222222,24,12,50,49
395,0.987739003687,0.904761904762,0.993159754971,0.818181818182,2.75925925926,25,12,36,48
396,0.972467537417,0.739130434783,0.986748216106,0.739130434783,4.5,37,10,48,49
397,0.980927339068,0.818181818182,0.992969218897,0.818181818182,3.64814814815,28,13,54,47
398,0.989349033506,0.739130434783,0.988815532501,0.739130434783,2.85185185185,20,7,31,49
399,0.990177865424,0.818181818182,0.994322025017,0.904761904762,2.68518518519,26,7,32,49
400,0.992292815837,0.904761904762,0.992854897253,0.818181818182,2.53703703704,19,7,26,50
401,0.981489420485,0.739130434783,0.98811054903,0.739130434783,3.85185185185,24,9,25,48
402,0.975115988835,0.818181818182,0.987615155239,0.904761904762,4,30,7,26,51
403,0.986176607886,0.739130434783,0.987662789258,0.818181818182,3.37037037037,20,8,34,51
404,0.983413834824,0.818181818182,0.990835214877,0.904761904762,3.38888888889,27,14,53,50
405,0.985290615146,0.904761904762,0.988672630446,0.904761904762,2.94444444444,34,7,26,49
406,0.974182362076,0.739130434783,0.989044175789,0.818181818182,4.09259259259,32,15,54,49
407,0.984423676012,0.818181818182,0.987853325331,0.818181818182,3.22222222222,28,9,25,48
408,0.989682471634,0.904761904762,0.990787580859,1,3.12962962963,17,10,38,47
409,0.983890175007,0.818181818182,0.991359189078,0.904761904762,3.5,26,8,36,51
410,0.983337620395,0.904761904762,0.991140072594,0.818181818182,3.11111111111,25,13,51,49
411,0.98782474492,1,0.98608133985,0.904761904762,2.31481481481,34,16,60,50
412,0.98472853373,0.739130434783,0.989815846885,0.818181818182,3.51851851852,24,16,50,45
413,0.995169910543,0.904761904762,0.988539255194,0.818181818182,1.61111111111,16,10,31,51
414,0.968275743805,0.666666666667,0.98657673364,0.739130434783,4.68518518519,35,12,56,49
415,0.981289357608,0.739130434783,0.989425247935,0.739130434783,3.81481481481,27,11,53,48
416,0.989434774739,0.904761904762,0.989882534511,0.904761904762,2.57407407407,30,16,56,47
417,0.983499576057,0.904761904762,0.991140072594,0.904761904762,2.83333333333,36,16,62,48
418,0.993350291044,0.818181818182,0.994064801319,0.818181818182,2.27777777778,18,11,44,49
419,0.98782474492,0.904761904762,0.989291872684,0.818181818182,2.62962962963,32,10,30,48
420,0.983861594596,0.818181818182,0.992778682824,0.818181818182,3.2962962963,30,14,52,48
421,0.986748216106,0.818181818182,0.993798050816,0.818181818182,3.24074074074,24,9,27,50
422,0.994988901274,0.818181818182,0.994169596159,0.904761904762,2.01851851852,14,8,26,47
423,0.986700582088,0.818181818182,0.992759629217,0.904761904762,3,20,10,45,50
424,0.990292187068,0.904761904762,0.98995874894,0.818181818182,2.24074074074,31,16,57,49
425,0.992931111683,0.904761904762,0.989120390218,0.904761904762,2.18518518519,19,8,27,47
426,0.985881276973,0.818181818182,0.989530042775,0.818181818182,2.88888888889,32,15,58,49
427,0.98166090295,0.818181818182,0.992502405518,0.818181818182,3.61111111111,31,10,47,50
428,0.984356988387,0.739130434783,0.98735793154,0.818181818182,3.27777777778,25,9,33,50
429,0.978431316509,0.666666666667,0.983966389437,0.739130434783,4.01851851852,28,9,28,50
430,0.973096306458,0.904761904762,0.988644050035,0.904761904762,3.77777777778,32,15,58,49
431,0.979803176236,0.818181818182,0.986776796517,0.818181818182,3.16666666667,33,13,50,48
432,0.982937494641,0.739130434783,0.983623424505,0.818181818182,3.51851851852,27,6,28,50
433,0.981641849343,0.904761904762,0.990492249945,0.904761904762,3.22222222222,34,16,60,49
434,0.986710108891,0.904761904762,0.991673573599,0.904761904762,2.85185185185,29,14,52,47
435,0.981108348338,0.666666666667,0.987167395467,0.666666666667,3.55555555556,32,11,36,50
436,0.987176922271,0.904761904762,0.994674516753,0.904761904762,2.59259259259,30,11,45,50
437,0.992711995198,0.904761904762,0.991197233416,0.818181818182,2.24074074074,23,9,30,49
438,0.984614212086,0.818181818182,0.991016224147,0.818181818182,3.2962962963,26,11,51,47
439,0.982889860623,0.818181818182,0.98928234588,0.904761904762,3.2962962963,38,8,26,48
440,0.985643106881,0.818181818182,0.988272504692,0.739130434783,3.27777777778,28,10,40,51
441,0.980022292721,0.818181818182,0.989939695333,0.904761904762,3.55555555556,27,14,50,48
442,0.988205817066,0.904761904762,0.98792953976,0.818181818182,2.61111111111,21,7,27,49
443,0.990254079854,0.904761904762,0.994855526022,0.818181818182,2.59259259259,19,7,32,49
444,0.979412577286,0.739130434783,0.990844741681,0.818181818182,3.66666666667,30,12,55,48
445,0.962169062658,0.666666666667,0.978526584546,0.666666666667,5.7037037037,29,6,35,50
446,0.981213143178,1,0.989006068574,0.904761904762,2.96296296296,32,14,50,46
447,0.983147084322,1,0.991654519992,0.904761904762,2.72222222222,31,15,56,46
448,0.977145198015,0.739130434783,0.984347461583,0.739130434783,4.12962962963,25,9,29,49
449,0.983823487382,0.818181818182,0.992245181819,0.818181818182,2.92592592593,25,10,50,48
450,0.977049929978,0.818181818182,0.990330294283,0.818181818182,4.14814814815,30,7,30,50
451,0.986157554279,0.904761904762,0.985242981127,0.818181818182,2.94444444444,24,11,32,49
452,0.977850181486,0.904761904762,0.987443672773,0.904761904762,3.62962962963,34,15,60,50
453,0.971276686959,0.666666666667,0.984976230625,0.666666666667,4.66666666667,32,7,29,50
454,0.978802861852,0.904761904762,0.992330923052,1,3.25925925926,34,11,51,49
455,0.984166452314,1,0.989425247935,0.904761904762,2.81481481481,32,15,58,51
456,0.984518944049,0.818181818182,0.993988586889,0.818181818182,3.53703703704,29,11,41,50
457,0.986233768708,0.818181818182,0.996608457896,0.904761904762,3.16666666667,29,11,39,48
458,0.984776167748,0.818181818182,0.992407137481,0.904761904762,3.38888888889,24,7,30,51
459,0.980374784456,0.818181818182,0.988701210857,0.904761904762,3.68518518519,30,14,53,46
460,0.996656091915,1,0.989730105652,0.904761904762,1.59259259259,12,7,25,49
461,0.978450370116,0.818181818182,0.984776167748,0.818181818182,3.05555555556,35,14,54,50
462,0.976202044452,0.739130434783,0.982718378157,0.666666666667,3.7037037037,35,17,61,48
463,0.985423990397,0.739130434783,0.995865367211,0.818181818182,3.16666666667,30,11,36,50
464,0.98871073766,0.904761904762,0.994560195109,0.904761904762,2.53703703704,24,11,50,48
465,0.988224870674,0.818181818182,0.989615784008,0.818181818182,2.57407407407,27,9,29,48
466,0.983890175007,0.739130434783,0.991082911772,0.739130434783,3.66666666667,23,7,28,49
467,0.990215972639,0.904761904762,0.985109605876,0.818181818182,2.46296296296,20,8,28,52
468,0.98608133985,0.904761904762,0.991654519992,0.904761904762,2.57407407407,32,16,58,47
469,0.982184877152,0.818181818182,0.987300770718,0.904761904762,3.46296296296,30,13,56,48
470,0.98889174693,0.818181818182,0.994398239447,0.818181818182,2.88888888889,25,8,26,49
471,0.990054016977,0.739130434783,0.991263921042,0.818181818182,2.72222222222,19,9,26,49
472,0.976516428973,0.739130434783,0.986900644965,0.818181818182,3.96296296296,33,9,51,49
473,0.983232825555,0.739130434783,0.986881591357,0.818181818182,3.59259259259,26,11,39,48
474,0.981679956558,0.666666666667,0.985681214096,0.666666666667,3.66666666667,25,9,29,49
475,0.985385883182,0.818181818182,0.991016224147,0.904761904762,3.46296296296,23,8,31,50
476,0.96792325207,0.739130434783,0.984376041994,0.818181818182,4.88888888889,31,15,57,50
477,0.980060399935,0.818181818182,0.985481151219,0.904761904762,3.44444444444,33,21,59,48
478,0.988291558299,0.904761904762,0.989396667524,0.818181818182,2.33333333333,33,14,59,48
479,0.987872378938,0.818181818182,0.988834586108,0.904761904762,2.85185185185,25,14,51,49
480,0.983709165738,0.904761904762,0.988443987158,0.818181818182,2.83333333333,32,13,54,49
481,0.984242666743,0.818181818182,0.99053035716,0.818181818182,3.42592592593,23,9,29,48
482,0.987681842865,0.818181818182,0.995608143512,0.904761904762,2.7962962963,28,8,30,49
483,0.98967294483,0.818181818182,0.993855211638,0.904761904762,2.53703703704,24,14,50,48
484,0.981880019435,0.904761904762,0.987491306792,0.818181818182,3.48148148148,24,12,42,49
485,0.98753894081,0.904761904762,0.993397925062,0.818181818182,2.55555555556,28,12,51,48
486,0.990120704602,1,0.991483037526,0.904761904762,2.44444444444,22,10,37,48
487,0.985252507931,0.739130434783,0.991340135471,0.818181818182,3.64814814815,17,6,29,48
488,0.9771070908,0.818181818182,0.98704354702,0.818181818182,3.83333333333,29,11,29,50
489,0.988967961359,0.818181818182,0.993817104423,0.904761904762,2.85185185185,25,8,27,46
490,0.976468794955,0.818181818182,0.992035592138,0.904761904762,3.64814814815,35,18,61,48
491,0.995331866206,0.904761904762,0.995179437347,1,1.94444444444,15,9,26,47
492,0.978116931988,0.739130434783,0.990549410767,0.818181818182,3.83333333333,33,15,59,49
493,0.984461783227,0.666666666667,0.988310611907,0.739130434783,3.57407407407,22,8,29,49
494,0.984214086332,0.818181818182,0.989510989168,0.739130434783,3.66666666667,23,6,29,49
495,0.990940009717,0.904761904762,0.99313117456,0.818181818182,2.66666666667,19,11,32,48
496,0.992073699353,0.904761904762,0.993950479675,1,2.07407407407,26,14,52,47
497,0.986281402727,0.739130434783,0.9898539541,0.739130434783,3.24074074074,24,7,30,50
498,0.980508159707,0.818181818182,0.994379185839,0.904761904762,3.7037037037,33,7,35,49
499,0.982689797746,0.818181818182,0.98704354702,0.818181818182,3.64814814815,26,14,52,49
500,0.978726647423,0.818181818182,0.988015280993,0.904761904762,3.64814814815,29,15,55,48
501,0.983709165738,0.904761904762,0.99073994684,0.904761904762,3.09259259259,32,7,27,49
502,0.988577362409,0.904761904762,0.991968904513,0.818181818182,2.77777777778,27,15,53,47
503,0.989558623186,0.904761904762,0.987815218116,0.818181818182,2.46296296296,25,7,27,50
504,0.98337572761,0.818181818182,0.993102594149,0.904761904762,3.42592592593,34,6,27,50
505,0.990987643736,0.904761904762,0.991549725152,0.818181818182,2.59259259259,16,7,35,48
506,0.980441472082,0.904761904762,0.991692627207,1,3.48148148148,33,8,28,50
507,0.982642163728,0.739130434783,0.988910800537,0.818181818182,3.07407407407,32,13,54,49
508,0.981279830804,0.818181818182,0.993588461135,0.904761904762,3.5,34,9,36,50
509,0.994350605428,0.904761904762,0.992797736431,0.904761904762,1.90740740741,15,9,30,49
510,0.983385254413,0.818181818182,0.989091809807,0.904761904762,3.48148148148,29,7,28,49
511,0.993540827117,0.904761904762,0.98871073766,0.904761904762,2.18518518519,14,10,31,48
512,0.981956233864,0.818181818182,0.986843484143,0.739130434783,3.25925925926,28,13,54,48
513,0.991873636476,0.904761904762,0.989415721131,0.818181818182,2,25,13,51,49
514,0.981441786466,0.739130434783,0.988434460354,0.739130434783,3.74074074074,31,10,33,49
515,0.990320767479,0.904761904762,0.993578934332,0.818181818182,2.51851851852,25,13,44,51
516,0.983061343089,0.904761904762,0.993455085884,0.904761904762,3.25925925926,27,7,28,49
517,0.994569721913,0.904761904762,0.991082911772,0.904761904762,2.03703703704,11,8,27,47
518,0.982089609115,0.739130434783,0.990997170539,0.739130434783,3.85185185185,29,11,34,50
519,0.980727276192,0.818181818182,0.990863795288,0.818181818182,3.57407407407,32,16,58,48
520,0.98608133985,0.904761904762,0.990549410767,0.904761904762,2.35185185185,33,11,50,47
521,0.983613897701,0.904761904762,0.994160069355,0.818181818182,3.12962962963,31,14,51,47
522,0.979345889661,0.818181818182,0.993035906523,0.818181818182,3.61111111111,32,9,28,48
523,0.983147084322,0.818181818182,0.991073384969,0.818181818182,3.40740740741,29,10,43,49
524,0.986195661494,0.818181818182,0.993302657026,0.904761904762,3.03703703704,27,7,30,50
525,0.980822544228,0.739130434783,0.987081654234,0.818181818182,3.66666666667,25,10,45,49
526,0.98202292149,0.739130434783,0.988558308802,0.739130434783,3.77777777778,30,9,30,47
527,0.988243924281,0.904761904762,0.992778682824,0.904761904762,2.72222222222,28,13,49,46
528,0.988043861404,0.904761904762,0.990054016977,0.904761904762,2.62962962963,30,8,27,47
529,0.982327779207,0.818181818182,0.987053073823,0.818181818182,3.07407407407,32,11,48,51
530,0.982604056513,0.818181818182,0.989368087113,0.904761904762,3.2037037037,30,12,49,47
531,0.981270304,0.739130434783,0.993035906523,0.818181818182,3.77777777778,28,7,27,50
532,0.975868606324,0.666666666667,0.988377299532,0.739130434783,4.27777777778,32,11,36,49
533,0.97913629998,0.904761904762,0.987577048025,0.818181818182,3.51851851852,30,13,56,49
534,0.981051187516,0.904761904762,0.993426505473,0.904761904762,3.44444444444,33,13,51,48
535,0.979431630894,0.666666666667,0.981937180257,0.739130434783,3.81481481481,27,8,40,50
536,0.989253765469,0.904761904762,0.992740575609,1,2.42592592593,26,14,52,50
537,0.987491306792,0.818181818182,0.992511932322,0.904761904762,2.57407407407,30,14,51,49
538,0.976106776415,0.739130434783,0.988224870674,0.818181818182,4.24074074074,34,6,28,47
539,0.990263606657,0.818181818182,0.990120704602,0.904761904762,2.75925925926,15,6,28,48
540,0.985128659483,0.904761904762,0.991540198348,0.818181818182,3.31481481481,26,13,52,48
541,0.982165823545,0.818181818182,0.988967961359,0.904761904762,3.40740740741,32,18,58,49
542,0.978679013404,0.818181818182,0.987834271723,0.904761904762,3.33333333333,33,16,59,49
543,0.982632636924,0.739130434783,0.989949222136,0.666666666667,3.61111111111,22,7,30,50
544,0.990901902503,1,0.992292815837,0.904761904762,2.03703703704,26,12,44,49
545,0.980755856603,0.739130434783,0.984118818295,0.818181818182,3.72222222222,32,5,27,47
546,0.985862223365,0.818181818182,0.988043861404,0.739130434783,2.72222222222,32,16,58,49
547,0.979393523679,0.904761904762,0.988872693323,0.818181818182,3.77777777778,34,8,35,50
548,0.975497060981,0.739130434783,0.990549410767,0.818181818182,4.05555555556,32,13,51,47
549,0.993902845656,0.904761904762,0.991740261225,1,2.05555555556,19,11,35,50
550,0.98202292149,0.818181818182,0.991644993188,0.904761904762,3.46296296296,33,10,55,48
551,0.985709794507,1,0.991254394238,0.904761904762,2.85185185185,29,16,55,47
552,0.977831127878,0.818181818182,0.992102279764,0.818181818182,4.07407407407,31,11,38,50
553,0.986872064554,0.904761904762,0.99334076424,1,3.11111111111,28,7,31,48
554,0.992721522002,1,0.991406823097,0.904761904762,1.88888888889,23,10,29,51
555,0.986519572818,0.818181818182,0.987758057294,0.739130434783,3.03703703704,27,12,53,49
556,0.992035592138,0.904761904762,0.99198795812,0.818181818182,2.12962962963,22,11,38,51
557,0.983051816285,0.739130434783,0.987881905742,0.818181818182,3.2962962963,29,15,55,47
558,0.984023550259,0.818181818182,0.991683100403,0.904761904762,3.48148148148,25,7,38,49
559,0.987500833595,0.818181818182,0.988834586108,0.818181818182,2.42592592593,34,19,60,48
560,0.990844741681,0.904761904762,0.993407451866,0.904761904762,2.33333333333,29,7,27,46
561,0.982651690531,0.818181818182,0.993645621957,0.818181818182,3.5,30,8,28,49
562,0.982527842084,0.818181818182,0.989987329351,0.904761904762,3.64814814815,26,14,52,47
563,0.975430373355,0.818181818182,0.991845056065,0.904761904762,3.83333333333,32,16,58,48
564,0.987262663504,0.904761904762,0.989044175789,0.818181818182,2.55555555556,31,15,51,47
565,0.984356988387,0.818181818182,0.990416035516,0.818181818182,3.07407407407,27,14,53,47
566,0.971953090019,0.739130434783,0.99042556232,0.739130434783,4.22222222222,33,12,55,49
567,0.991292501453,0.904761904762,0.993350291044,0.818181818182,2.46296296296,26,8,29,48
568,0.973782236322,0.739130434783,0.986662474873,0.818181818182,4.53703703704,31,13,55,49
569,0.980622481351,0.739130434783,0.988282031496,0.739130434783,3.59259259259,28,14,54,48
570,0.989939695333,0.818181818182,0.993302657026,0.904761904762,2.55555555556,25,13,51,47
571,0.990597044786,1,0.988929854145,0.904761904762,2.44444444444,23,14,49,46
572,0.982823172997,0.818181818182,0.988434460354,0.739130434783,2.96296296296,31,15,57,48
573,0.983185191536,0.818181818182,0.98764373565,0.904761904762,3.55555555556,28,15,54,46
574,0.991197233416,0.904761904762,0.993321710633,0.818181818182,2.55555555556,22,8,28,49
575,0.975230310479,0.739130434783,0.990454142731,0.818181818182,4.11111111111,33,7,31,48
576,0.97981270304,0.818181818182,0.990292187068,0.818181818182,3.92592592593,30,8,47,50
577,0.982947021445,0.739130434783,0.99266436118,0.818181818182,3.38888888889,31,7,26,48
578,0.988910800537,0.904761904762,0.987443672773,0.904761904762,2.61111111111,30,19,56,46
579,0.989615784008,0.904761904762,0.991845056065,0.904761904762,2.74074074074,20,8,27,49
580,0.988234397477,0.818181818182,0.993483666295,0.904761904762,2.74074074074,26,12,52,49
581,0.976059142397,0.666666666667,0.991054331361,0.739130434783,4.48148148148,29,9,32,51
582,0.972057884859,0.666666666667,0.988234397477,0.739130434783,4.77777777778,30,13,56,49
583,0.970190631341,0.818181818182,0.983947335829,0.739130434783,4.68518518519,30,14,56,49
584,0.980374784456,0.904761904762,0.986710108891,0.818181818182,2.96296296296,31,8,28,49
585,0.979841283451,0.739130434783,0.984433202816,0.666666666667,3.27777777778,29,13,55,49
586,0.983032762678,0.904761904762,0.988939380948,0.818181818182,3.05555555556,31,15,57,48
587,0.982632636924,0.904761904762,0.990473196338,0.818181818182,2.92592592593,35,15,61,50
588,0.988177236655,0.818181818182,0.992778682824,0.904761904762,2.74074074074,26,11,52,49
589,0.983356674002,0.904761904762,0.992054645746,0.818181818182,3.11111111111,31,12,46,47
590,0.983852067793,0.739130434783,0.984719006926,0.739130434783,3.33333333333,23,10,32,50
591,0.971686339516,0.739130434783,0.986776796517,0.818181818182,4.5,33,16,59,50
592,0.992740575609,0.904761904762,0.991816475654,0.818181818182,2.03703703704,26,12,52,48
593,0.994960320863,1,0.991673573599,0.904761904762,1.87037037037,17,12,31,49
594,0.978536111349,0.818181818182,0.986748216106,0.818181818182,3.92592592593,31,12,37,50
595,0.978679013404,0.666666666667,0.988701210857,0.666666666667,4.35185185185,27,8,29,49
596,0.98618613469,0.904761904762,0.992940638486,0.904761904762,2.96296296296,28,13,54,47
597,0.975316051711,0.739130434783,0.986614840855,0.818181818182,4.35185185185,33,17,59,48
598,0.971457696228,0.739130434783,0.984757114141,0.666666666667,4.94444444444,29,8,31,50
599,0.987481779988,0.904761904762,0.992816790039,0.904761904762,2.64814814815,29,11,50,47
600,0.986052759439,0.818181818182,0.989863480904,0.818181818182,3.27777777778,22,9,40,50
601,0.987119761449,0.904761904762,0.994560195109,1,2.85185185185,28,15,54,48
602,0.978812388655,0.739130434783,0.987195975878,0.739130434783,4.35185185185,31,6,29,48
603,0.984452256423,0.904761904762,0.985671687292,0.904761904762,2.66666666667,29,14,55,48
604,0.989815846885,0.904761904762,0.991968904513,0.818181818182,2.48148148148,27,13,53,48
605,0.9838711214,0.904761904762,0.988539255194,0.818181818182,2.98148148148,31,14,56,48
606,0.978555164957,0.739130434783,0.98889174693,0.818181818182,4.2037037037,28,9,45,50
